,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
284,three unbiased coins are tossed . what is the probability of getting 2 heads and 2 tail ?,a,probability, 5 / 8 , 1 / 4 , 3 / 8 , 7 / 8 , 1 / 8 
285,"in a garden , there are yellow and green flowers which are straight and curved . if the probability of picking a green flower is 2 / 3 and picking a straight flower is 1 / 2 , then what is the probability of picking a flower which is yellow and straight",a,probability, 1 / 6 , 1 / 8 , 1 / 4 , 3 / 4 , 7 / 8 
286,in a throw of a coin find the probability of getting a head ?,a,probability, 1 / 2 , 1 / 3 , 1 / 4 , 2 / 3 , 2 / 5 
287,"the maitre ' d at an expensive manhattan restaurant has noticed that 60 % of the couples order dessert and coffee . however , 20 % of the couples who order dessert do n ' t order coffee . what is the probability r that the next couple the maitre ' d seats will not order dessert ?",b,probability, 20 % , 25 % , 40 % , 60 % , 75 % 
288,"if a coin is flipped , the probability that the coin will land tails is 1 / 2 . if the coin is flipped 4 times , what is the probability that it will land tails up on the first 2 flips and not on the last 2 flips ?",d,probability, 1 / 4 , 1 / 8 , 1 / 2 , 1 / 16 , 1 / 32 
289,three unbiased coins are tossed . what is the probability of getting 3 heads ?,e,probability, 3 / 4 , 1 / 4 , 3 / 8 , 7 / 8 , 1 / 8 
290,"kim has 6 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 12 shoes , what is the probability that she will select 2 shoes of the same color ?",d,probability, 2 / 5 , 1 / 5 , 1 / 9 , 1 / 11 , 1 / 25 
291,in a throw of dice what is the probability of ge æ « ing number greater than 2,a,probability, 2 / 3 , 1 / 3 , 1 / 5 , 1 / 6 , none of these 
292,"the membership of a committee consists of 4 english teachers , 2 mathematics teachers , and 2 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be english teachers ?",e,probability, 2 / 3 , 1 / 3 , 2 / 9 , 1 / 12 , 3 / 28 
293,"kim has 4 pairs of shoes ; each pair is a different color . if kim randomly selects 2 shoes without replacement from the 8 shoes , what is the probability that she will select 2 shoes of the same color ?",a,probability, 1 / 7 , 1 / 8 , 1 / 9 , 1 / 10 , 1 / 25 
294,"two cards are drawn together from a pack of 52 cards . the probability that one is a spade and one is a heart , is :",e,probability, 2 / 109 , 7 / 109 , 8 / 223 , 14 / 263 , 13 / 102 
295,"there are 11 boys and 10 girls in a class . if three students are selected at random , in how many ways that 3 girl & 2 boys are selected ?",a,probability, 6600 , 1300 , 6780 , 1976 , 2448 
296,"on a ranch , a rancher can place a loop of rope , called a lasso , once in every 2 throws around a cow ’ s neck . what is the probability that the rancher will be able to place a lasso around a cow ’ s neck at least once in 6 attempts ?",e,probability, 3 / 4 , 7 / 8 , 15 / 16 , 31 / 32 , 63 / 64 
297,"there are 13 boys and 10 girls in a class . if three students are selected at random , in how many ways that 1 girl & 2 boys are selected ?",c,probability, 120 , 480 , 780 , 720 , 800 
298,"how many different pairs of numbers ( s , t ) such that s = 3 t can be obtained if s and t are selected from the set of number { 0 , 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 }",e,probability, 1 , 2 , 3 , 4 , 5 
299,three unbiased coins are tossed . what is the probability of getting at most 2 heads ?,a,probability, 7 / 8 , 5 / 8 , 3 / 8 , 7 / 5 , 3 / 5 
300,"a bag consists of 20 marbles , of which 6 are blue , 9 are red , and the remainder are white . if lisa is to select a marble from the bag at random , what is the probability that the marble will be red or white ?",a,probability, 7 / 10 , 2 / 4 , 1 / 4 , 1 / 8 , 1 / 16 
301,"a jar contains only red , yellow , and orange marbles . if there are 1 red , 5 yellow , and 4 orange marbles , and 3 marbles are chosen from the jar at random without replacing any of them , what is the probability that 2 yellow , 1 red , and no orange marbles will be chosen ?",b,probability, 1 / 60 , 1 / 45 , 2 / 45 , 3 / 22 , 5 / 22 
302,a father purchased dress for his 3 daughters . the dresses are of same color but diff size and they are kept in dark room . what is probability that all the 3 will not choose there own dress ?,a,probability, 1 / 3 , 2 / 3 , 1 / 2 , 3 / 4 , 3 / 7 
303,there are 20 students in a class . in how many different ways can a committee of 3 students be formed ?,d,probability, 650 , 730 , 980 , 1140 , 1480 
304,"from a pack of 52 cards , 1 card is drawn at random . find the probability of a face card drawn",a,probability, 4 / 13 , 1 / 52 , 1 / 4 , 1 / 5 , none of above 
305,"a question paper has 2 parts , a & b , each containing 6 questions . if a student has to choose 4 from part a & 3 from part b , in how many ways can he choose the questions ?",d,probability, 100 , 200 , 350 , 150 , 140 
306,"three unbiased coins are tossed , what is the probability of getting at least 2 tails ?",d,probability, 1 / 5 , 1 / 7 , 1 / 8 , 1 / 2 , 1 / 10 
307,"a child want to buy 5 new toys . if there are 15 toys that satisfy the child ' s criteria , in how many different ways can the child select the 5 new toys if the order of selection does n ' t matter .",c,probability, 210 , 1365 , 3003 , 5005 , 3030 
308,a bag contains 6 black and 6 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,b,probability, 3 / 4 , 1 / 2 , 1 / 7 , 1 / 8 , 4 / 3 
309,there is a 75 % chance that tigers will not win at all during the whole season . there is a 25 % chance that germany will not play at all in the whole season . what is the greatest possible probability that the tigers will win and germany will play during the season ?,d,probability, 55 % , 60 % , 70 % , 75 % , 80 % 
310,"how many positive integers less than 600 can be formed using the numbers 1 , 2 , 3 and 5 for the digits ?",e,probability, 48 , 52 , 66 , 68 , 84 
311,what is the probability of having 53 fridays in an ordinary year,c,probability, 1 / 5 , 1 / 6 , 1 / 7 , 1 / 8 , 1 / 9 
312,"a bag contains 3 red , 5 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that balls drawn contain exactly two green balls ?",c,probability, 9 / 16 , 7 / 18 , 12 / 55 , 14 / 67 , 19 / 87 
313,"the letters o , l and t are rearranged to form the word ' lot ' . find its probability .",e,probability, 1 / 18 , 1 / 12 , 1 / 4 , 1 / 8 , 1 / 6 
314,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 200 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",b,probability, 140 , 146 , 152 , 162 , 170 
315,what is the probability of getting a sum 9 from two throws of a dice ?,c,probability, 1 / 6 , 1 / 8 , 1 / 9 , 1 / 12 , none of these 
316,"a jar contains only red , yellow , and orange marbles . if there are 3 red , 5 yellow , and 4 orange marbles , and 2 marbles are chosen from the jar at random without replacing any of them , what is the probability that 2 yellow , 1 red , and no orange marbles will be chosen ?",e,probability, 1 / 60 , 1 / 45 , 2 / 45 , 3 / 22 , 6 / 22 
317,"a jar contains 5 black and 2 white balls . if you pick two balls at the same time , what ' s the probability that one ball is black and one is white ?",b,probability, 2 / 7 , 5 / 21 , 4 / 21 , 3 / 7 , 1 / 2 
318,"if a coin is flipped , the probability that the coin will land heads is 1 / 2 . if the coin is flipped 6 times , what is the probability that it will land heads up on all 6 flips ?",e,probability, 1 / 6 , 1 / 8 , 1 / 32 , 1 / 2 , 1 / 64 
319,a jar contains 18 balls . 3 blue balls are removed from the jar and not replaced . now the probability of getting a blue ball is 1 / 5 then how many blue balls jar contains initially ?,e,probability, 2 , 3 , 4 , 5 , 6 
320,"there are 20 balls in a jar . you take out 2 blue balls without putting them back inside , and now the probability of pulling out a blue ball is 1 / 5 . how many blue balls were there in the beginning ?",a,probability, 12 . , 9 . , 8 . , 7 . , 6 . 
321,there are 10 students named alphabetically from a to j . what is the probability that a and d do not sit together if all 10 sit around a circular table ?,c,probability, 2 / 9 , 2 / 5 , 7 / 9 , 4 / 5 , 8 / 9 
322,"if 4 people are selected from a group of 7 married couples , what is the probability that none of them would be married to each other ?",e,probability, 1 / 33 , 2 / 33 , 1 / 3 , 16 / 33 , 47 / 84 
323,a fair coin is tossed 5 times . what is the probability of getting more heads than tails in 5 tosses ?,a,probability, 1 / 2 , 63 / 128 , 4 / 7 , 61 / 256 , 63 / 64 
324,"in a bag containing 5 balls , a white ball was placed and then 1 ball was taken out at random . what is the probability that the extracted ball would turn on to be white , if all possible hypothesis concerning the color of the balls that initiallyin the bag wereequally possible ?",b,probability, 2 / 3 , 5 / 8 , 5 / 4 , 5 / 6 , 6 / 7 
325,"in a single throw of a die , what is the probability of getting a number greater than 4 ?",a,probability, 1 / 3 , 1 / 4 , 2 / 3 , 2 / 5 , 3 / 7 
326,"if a certain coin is flipped , the probability that the coin will land heads is 1 / 2 . if the coin is flipped 5 times , what is the probability that it will land heads up on the first flip but not on the last 4 flips ?",d,probability, 1 / 4 , 1 / 8 , 1 / 16 , 1 / 32 , 1 / 64 
327,"wink , inc . follows a certain procedure that requires two tasks to be finished independently in order for a job to be done . on any given day , there is a 5 / 8 probability that task 1 will be completed on time , and a 3 / 5 probability that task 2 will be completed on time . on a certain day , what is the probability that task 1 will be completed on time , but task 2 will not ?",a,probability, 1 / 4 , 3 / 40 , 13 / 40 , 7 / 20 , 13 / 22 
328,a coin is tossed six times . what is the probability that there is at the least one tail ?,a,probability, 63 / 64 , 31 / 37 , 31 / 18 , 31 / 10 , 31 / 19 
329,"how many positive integers less than 500 can be formed using the numbers 1 , 2 , 3 and 5 for the digits ?",d,probability, 48 , 52 , 66 , 68 , 84 
330,"if a coin is flipped , the probability that the coin will land tails is 1 / 2 . if the coin is flipped 5 times , what is the probability that it will land tails up on the first 2 flips and not on the last 3 flips ?",b,probability, 3 / 5 , 1 / 32 , 1 / 5 , 1 / 4 , 1 / 2 
331,"a jar contains 4 black and 3 white balls . if you pick two balls at the same time , what ' s the probability that one ball is black and one is white ?",c,probability, 2 / 7 , 5 / 7 , 4 / 7 , 3 / 7 , 1 / 2 
332,"out of 15 students in a class , 7 are from maharashtra , 5 are from karnataka , and 3 are from goa . four students are to be selected at random . what are the chances that at least one is from karnataka ?",b,probability, 12 / 13 , 11 / 13 , 10 / 15 , 1 / 15 , 4 / 14 
333,"a child want to buy 3 new toys . if there are 10 toys that satisfy the child ' s criteria , in how many different ways can the child select the 3 new toys if the order of selection does n ' t matter .",b,probability, 20 , 120 , 210 , 15 , 45 
334,"a certain junior class has 1,200 students and a certain senior class has 800 students . among these students , there are 60 siblings pairs , each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected at will be a sibling pair ?",e,probability, 3 / 40, 1 / 3, 9 / 2, 1 / 60 , 1 / 16
335,"out of 10 students in a class , 4 are from maharashtra , 3 are from karnataka , and 3 are from goa . four students are to be selected at random . what are the chances that at least one is from karnataka ?",c,probability, 1 / 3 , 4 / 9 , 5 / 6 , 3 / 7 , 1 / 4 
336,"there are 15 boys and 10 girls in a class . if three students are selected at random , in how many ways that 1 girl and 2 boys are selected ?",b,probability, 950 , 1050 , 2150 , 2050 , 1000 
337,in how many ways 6 boys and 4 girls can be seated in a row so that they are alternative ?,c,probability, 14420 , 12620 , 17280 , 21200 , 24560 
338,in how many ways can 22 books on english and 20 books on hindi be placed in a row on a shelf so that two books on hindi may not be together ?,d,probability, 4586 , 5896 , 2415 , 1771 , 1881 
339,"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability j that the first ball picked up is odd numbered ?",d,probability, 0 , 1 / 3 , 1 / 2 , 2 / 3 , 1 
340,"a bag contains 3 white marbles and 3 black marbles . if each of 3 girls and 3 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?",b,probability, 1 / 35 , 1 / 10 , 1 / 15 , 1 / 20 , 1 / 25 
341,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 600 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",a,probability, 438 , 446 , 452 , 462 , 470 
342,five 6 faced dice are thrown together . the probability that all the three show the same number on them is ?,b,probability, 1 / 32 , 1 / 1296 , 1 / 33 , 1 / 38 , 1 / 34 
343,there are 3 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,d,probability, 5 , 1 , 3 , 6 , 7 
344,a coin is tossed 7 times . what is the probability of getting exactly 6 heads ?,e,probability, 7 / 32 , 3 / 64 , 5 / 64 , 3 / 128 , 7 / 128 
345,six 6 faced dice are thrown together . the probability that all the three show the same number on them is ?,b,probability, 1 / 32 , 1 / 7776 , 1 / 33 , 1 / 38 , 1 / 34 
346,"if you roll one fair 6 - sided die , what is the probability that the number is even or less than 3 ?",a,probability, 2 / 3 , 1 / 2 , 3 / 4 , 5 / 6 , 1 / 3 
347,"a box contains 20 electric bulbs , out of which 4 are defective . two bulbs are chosen at random form this box . the probability that at least one of these is defective is :",b,probability, 8 / 19 , 7 / 19 , 10 / 19 , 20 / 19 , 22 / 19 
348,"6 students are equally divided into 3 groups , then , the 3 groups were assigned to 3 different topics . how many different arrangements w are possible ?",c,probability, 30 , 60 , 90 , 180 , 540 
349,"how many different ways can 2 students be seated in a row of 8 desks , so that there is always at least one empty desk between the students ?",b,probability, 50 , 42 , 24 , 20 , 12 
350,"the probability that event a occurs is 0.4 , and the probability that event b occurs is 0.45 . if the probability that either event a or event b occurs is 0.6 , what is the probability that event b and event b will occur ?",a,probability, 0.25 , 0.15 , 0.45 , 0.5 , 0.55 
351,a number is selected at random from the first 30 natural numbers . what is the probability that the number is a multiple of either 4 or 15 ?,c,probability, 17 / 30 , 2 / 5 , 3 / 10 , 4 / 15 , 11 / 30 
352,"in a bag containing 3 balls , a white ball was placed and then 1 ball was taken out at random . what is the probability that the extracted ball would turnon to be white , if all possible hypothesis concerning thecolor of theballs that initiallyin the bag were equally possible ?",b,probability, 2 / 3 , 5 / 8 , 3 / 5 , 3 / 8 , 4 / 9 
353,"a meeting has to be conducted with 3 managers . find the number of ways in which the managers be selected from among 6 managers , if 2 managers will not attend the meeting together ?",c,probability, 18 , 20 , 16 , 22 , 24 
354,"wink , inc . follows a certain procedure that requires two tasks to be finished independently in order for a job to be done . on any given day , there is a 3 / 8 probability that task 1 will be completed on time , and a 3 / 5 probability that task 2 will be completed on time . on a certain day , what is the probability that task 1 will be completed on time , but task 2 will not ?",d,probability, 1 / 20 , 3 / 40 , 13 / 40 , 3 / 20 , 13 / 22 
355,"a bag contains 3 red , 5 yellow and 7 green balls . 3 balls are drawn randomly . what is the probability that the balls drawn contain balls of different colours ?",c,probability, 2 / 7 , 3 / 5 , 3 / 13 , 1 / 4 , 7 / 16 
356,"a certain junior class has 1000 students and a certain senior class has 800 students . among these students , there are 60 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?",a,probability, 3 / 40000 , 1 / 3600 , 9 / 2000 , 1 / 60 , 1 / 15 
357,there are 22 students in a class . in how many different ways can a committee of 3 students be formed ?,c,probability, 1180 , 1320 , 1540 , 1760 , 1920 
358,"a box contains 24 electric bulbs , out of which 4 are defective . two bulbs are chosen at random from this box . the probability that at least one of these is defective is",d,probability, 4 / 19 , 7 / 19 , 12 / 19 , 24 / 77 , none 
359,what is the probability of getting exactly three heads on five flips of a fair coin ?,d,probability, 1 / 32 , 3 / 32 , 1 / 4 , 5 / 16 , 1 / 2 
360,"a store has 10 bottles of juice , including 6 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 4 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",e,probability, 2 / 5 , 3 / 5 , 2 / 3 , 1 / 2 , 3 / 7 
361,"how many positive integers less than 600 can be formed using the numbers 1 , 2 , 3 , 5 and 6 for the digits ?",b,probability, 48 , 130 , 66 , 68 , 84 
362,"find the probability that a number selected from numbers 1 , 2 , 3 , . . . , 35 is a prime number , when each of the given numbers is equally likely to be selected ?",b,probability, 10 / 35 , 11 / 35 , 8 / 35 , 3 / 35 , 7 / 35 
363,"a coin is tossed twice if the coin shows head it is tossed again but if it shows a tail then a die is tossed . if 8 possible outcomes are equally likely . find the probability that the die shows a number greater than 4 , if it is known that the first throw of the coin results in a tail",b,probability, 2 / 4 , 1 / 3 , 2 / 3 , 3 / 6 , 1 / 4 
364,"what is the probability that jamie and tom will get selected for a job they both applied for in a company , given that their chances of getting selected is 2 / 3 and 5 / 7 respectively ?",e,probability, 13 / 25 , 2 / 5 , 9 / 20 , 11 / 20 , 10 / 21 
365,what is the probability of getting atmost one head when two unbiased coin are tossed ?,a,probability, 3 / 4 , 3 / 2 , 4 / 3 , 1 / 2 , 2 / 6 
366,a coin is tossed 6 times . what is the probability of getting exactly 5 heads ?,d,probability, 3 / 8 , 3 / 16 , 5 / 16 , 3 / 32 , 7 / 64 
367,what is the probability of getting a sum 9 from two throws of dice,b,probability, 1 / 3 , 1 / 9 , 1 / 12 , 2 / 9 , none of these 
368,"in a certain animal population , for each of the first 3 months of life , the probability that an animal will die during that month is 1 / 10 . for a group of 400 newborn members of the population , approximately how many would be expected to survive the first 3 months of life ?",d,probability, 240 , 246 , 252 , 292 , 298 
369,a bag contains 6 black and 5 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,b,probability, 3 / 4 , 5 / 11 , 1 / 7 , 1 / 8 , 4 / 3 
370,what is the probability of getting a sum of 12 when rolling 3 dice simultaneously ?,e,probability, 10 / 216 , 12 / 216 , 21 / 216 , 23 / 216 , 25 / 216 
371,in how many ways 4 boys and 2 girls can be seated in a row so that they are alternate .,a,probability, 48 , 288 , 12 , 256 , none 
372,in how many ways 7 boys and 7 girls can be seated in a row so that boys and girls are alternate ?,a,probability, 50803200 , 50328000 , 50003280 , 50703200 , 50603200 
373,"a certain junior class has 3000 students and a certain senior class has 800 students . among these students , there are 60 siblings pairs each consisting of 1 junior and 1 senior . if 1 student is to be selected at random from each class , what is the probability that the 2 students selected will be a sibling pair ?",a,probability, 1 / 40000 , 1 / 3600 , 9 / 2000 , 1 / 60 , 1 / 15 
374,"a bag contains 10 red jellybeans and 10 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability t that all 3 jellybeans removed from the bag are blue ?",b,probability, 9 / 100 , 2 / 19 , 1 / 8 , 3 / 20 , 3 / 10 
375,a fair coin is tossed 3 times . what is the probability of getting at least 2 heads ?,d,probability, 3 / 4 , 3 / 2 , 1 / 4 , 1 / 2 , 1 / 5 
376,"a meeting has to be conducted with 4 managers . find the number of ways in which the managers be selected from among 7 managers , if 2 managers will not attend the meeting together ?",a,probability, 25 , 20 , 35 , 36 , 38 
377,"there are 6 books on a shelf , of which 2 are paperbacks and 4 are hardbacks . how many possible selections of 4 books from this shelf include at least one paperback ?",b,probability, a ) 40 , b ) 14 , c ) 50 , d ) 55 , e ) 60 
378,there is a 5 % chance that tigers will not win at all during the whole season . there is a 5 % chance that federer will not play at all in the whole season . what is the greatest possible probability that the tigers will win and federer will play during the season ?,e,probability, 55 % , 60 % , 70 % , 72 % , 95 % 
379,"a jar contains 6 black and 2 white balls . if you pick two balls at the same time , what ' s the probability that one ball is black and one is white ?",e,probability, 2 / 7 , 5 / 7 , 4 / 7 , 3 / 15 , 3 / 14 
380,how many cubes of 4 cm edge can be cut out of a cube of 28 cm edge,a,probability, 343 , 232 , 216 , 484 , none of these 
381,"a string of 13 light bulbs is wired in such a way that if any individual light bulb fails , the entire string fails . if for each individual light bulb the probability of failing during time period t is 0.02 , what is the probability that the string of light bulbs will fail during the time period t ?",e,probability, 0.02 , ( 0.02 ) ^ 13 , 1 - ( 0.02 ) ^ 13 , ( 0.98 ) ^ 13 , 1 - ( 0.98 ) ^ 13 
382,a father purchased dress for his 3 daughters . the dresses are of same color but diff size and they are kept in dark room . what is probability that all the 3 will not choose their own dress ?,b,probability, 22 , 87 , 29 , 26 , 191 
383,"how many different ways can 2 students be seated in a row of 3 desks , so that there is always at least one empty desk between the students ?",a,probability, 2 , 3 , 4 , 6 , 12 
384,"from a pack of 52 cards , two cards are drawn at random together at random what is the probability of both the cards being kings ?",a,probability, 1 / 221 , 8 / 221 , 4 / 589 , 4 / 587 , 7 / 654 
385,in a throw of dice what is the probability of ge æ « ng number greater than 2,b,probability, 1 / 2 , 2 / 3 , 1 / 5 , 1 / 6 , none of these 
386,when fair coin is tossed 9 times find the probability of getting head at least once .,b,probability, 1 / 512 , 511 / 512 , 9 / 512 , 503 / 51 , 503 / 510 
387,the probability that a number selected at random from first 50 natural numbers is a composite number is,b,probability, 21 / 25 , 17 / 25 , 4 / 25 , 8 / 25 , 10 / 25 
388,a fair coin is tossed 9 times . what is the probability of getting more heads than tails in 9 tosses ?,a,probability, 1 / 2 , 63 / 128 , 4 / 7 , 61 / 256 , 63 / 64 
389,there are 5 red shoes & 4 green shoes . if two of red shoes are drawn what is the probability of getting red shoes,c,probability, 1 / 18 , 1 / 14 , 5 / 18 , 1 / 15 , 1 / 16 
390,what is the probability of getting a sum 9 from two throw of a dice ?,c,probability, 1 / 6 , 1 / 8 , 1 / 9 , 1 / 12 , 1 / 13 
391,"a bag contains 12 red jellybeans and 12 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability that all 3 jellybeans removed from the bag are blue ?",e,probability, 9 / 100 , 2 / 19 , 1 / 8 , 3 / 20 , 3 / 10 
392,"if two integers x , y ( x > y ) are selected from - 10 to 11 ( inclusive ) , how many possible cases are there ?",e,probability, 150 , 180 , 190 , 210 , 231 
393,"joe has candys on his pocket , 4 of those candies have lemon flavor , and 3 have caramel flavor . if joe take one , what is the probability that he picks one caramel flavor ?",d,probability, 1 , 2 , none , 3 / 7 , 3 / 4 
394,"from a pack of 52 cards , 1 card is drawn at random . what is the probability that a king is drawn ?",c,probability, 1 / 4 , 4 / 13 , 1 / 13 , 3 / 26 , 7 / 52 
395,"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land heads up exactly once in 3 consecutive flips ?",d,probability, 0.125 , 0.25 , 0.75 , 0.375 , 0.666 
396,"a question paper has 2 parts , a & b , each containing 7 questions . if a student has to choose 5 from part a & 4 from part b , in how many ways can he choose the questions ?",e,probability, 1100 , 1200 , 1235 , 1354 , 735 
397,"it takes 60 identical printing machines 4 hours to print 200,000 cards . how long would it take 50 of these machines to print the same total ?",e,probability, 10 hr , 5 hr , 6 hr , 4 hr 30 min , 5 hr 12 min 
398,"on a ranch , a rancher can place a loop of rope , called a lasso , once in every 3 throws around a cow ’ s neck . what is the probability that the rancher will be able to place a lasso around a cow ’ s neck at least once in 4 attempts ?",e,probability, 4 / 9 , 5 / 9 , 17 / 27 , 23 / 27 , 65 / 81 
399,"an urn contains 5 red , 6 blue and 8 green balls . 4 balls are randomly selected from the urn , find the probability that the drawn ball are 1 blue and 2 red and 1 green balls ?",b,probability, 20 / 323 , 40 / 323 , 60 / 273 , 50 / 373 , 40 / 373 
400,a coin is tossed 3 times . what is the probability of getting exactly 2 heads ?,c,probability, 1 / 2 , 1 / 4 , 3 / 8 , 5 / 8 , 3 / 16 
401,"from a pack of 52 cards , 1 card is drawn at random . what is the probability that a heart is drawn ?",c,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 13 , 3 / 26 
402,"there are 8 books on a shelf , of which 2 are paperbacks and 6 are hardbacks . how many possible selections of 3 books from this shelf include at least one paperback ?",c,probability, a ) 40 , b ) 45 , c ) 36 , d ) 55 , e ) 60 
403,four 6 faced dice are thrown together . the probability that all the four show the same number on them is ?,b,probability, 1 / 248 , 1 / 216 , 1 / 144 , 1 / 200 , 1 / 242 
404,"a meeting has to be conducted with 5 managers . find the number of ways in which the managers may be selected from among 8 managers , if there are 2 managers who refuse to attend the meeting together .",a,probability, 36 , 40 , 45 , 51 , 56 
405,"a jar contains only red , yellow , and orange marbles . if there are 3 red , 5 yellow , and 4 orange marbles , and 3 marbles are chosen from the jar at random without replacing any of them , what is the probability that 2 yellow , 1 red , and no orange marbles will be chosen ?",d,probability, 1 / 60 , 1 / 45 , 2 / 45 , 3 / 22 , 5 / 22 
406,a bag contains 10 black and 20 white balls . one ball is drawn at random . what is the probability that the ball drawn is white ?,c,probability, 1 / 2 , 3 / 4 , 2 / 3 , 1 / 5 , 3 / 7 
407,"a string of 25 light bulbs is wired in such a way that if any individual light bulb fails , the entire string fails . if for each individual light bulb the probability of failing during time period t is 0.06 , what is the probability that the string of light bulbs will fail during the time period t ?",d,probability, 0.06 , ( 0.06 ) ^ 25 , 1 - ( 0.06 ) ^ 25 , 1 - ( 0.94 ) ^ 25 , ( 0.94 ) ^ 25 
408,"a basket contains 7 apples , of which 1 is spoiled and the rest are good . if we select 2 apples from the basket simultaneously and at random , what is the probability that the 2 apples selected will include the spoiled apple ?",b,probability, 1 / 5 , 2 / 7 , 2 / 9 , 3 / 5 , 4 / 11 
409,"the only items of clothing at michelle ’ s boutique are 4 shirts , 8 pairs of pants and 18 ties . what is the probability of randomly selecting 2 ties out of all the items in michelle ’ s boutique ?",a,probability, 51 / 145 , 9 / 25 , 3 / 5 , 94 / 145 , 5 / 6 
410,what is the probability of randomly selecting an arrangement of the letters of the word ` ` mediterranean ' ' in which the first letter is e and the last letter is r ?,c,probability, 1 / 13 , 1 / 20 , 1 / 26 , 1 / 50 , 1 / 100 
411,"there is a 50 % chance jen will visit chile this year , while there is a 25 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ? [ / b ]",b,probability, 25 % , 50 % , 62.5 % , 63.5 % , 75 % 
412,"a bag contains 3 red , 2 yellow and 4 green balls . 3 balls are drawn randomly . what is the probability that the balls drawn contain balls of different colours ?",a,probability, 2 / 7 , 3 / 5 , 3 / 11 , 1 / 4 , 7 / 16 
413,there are 9 pairs of socks and 2 socks are worn from that such that the pair of socks worn are not of the same pair . what is the number of pair that can be formed .,c,probability, 62 , 70 , 72 , 71 , 76 
414,how many cubes of 3 cm edge can be cut out of a cube of 18 cm edge,c,probability, 36 , 232 , 216 , 455 , 363 
415,"in a full deck of 52 cards , there are 13 spades . a game is played whereby a card from is chosen at random from the deck . if the card is a spade , a winner is declared . if the card is not a spade , it is returned to the deck , the deck is reshuffled and another card is drawn . this process is repeated until a spade is drawn . what is the probability that one will pick the first spade on the second draw or later ?",d,probability, 1 / 8 , 1 / 4 , 1 / 2 , 3 / 4 , 7 / 8 
416,"there are 6 red balls and 4 blue balls in a jar . if 3 balls are selected from the jar , what is the probability that all 3 balls selected are red balls ?",b,probability, 1 / 3 , 1 / 6 , 5 / 12 , 5 / 24 , 7 / 24 
417,"a bag contains 10 red jellybeans and 10 blue jellybeans . if 3 jellybeans are removed one at a time , at random and are not replaced , what is the probability w that all 3 jellybeans removed from the bag are blue ?",b,probability, 9 / 100 , 2 / 19 , 1 / 8 , 3 / 20 , 3 / 10 
418,"in a bag containing 3 balls , a white ball was placed and then 1 ball was taken out at random . what isthe probability that theextracted ball would turn on to be white , if all possible hypothesis concerning the color of the balls that initially in the bag were equally possible ?",b,probability, 2 / 3 , 5 / 8 , 3 / 5 , 4 / 7 , 5 / 8 
419,a number is selected at random from the first 40 natural numbers . what is the probability that the number is a multiple of either 2 or 21 ?,a,probability, 21 / 40 , 2 / 5 , 7 / 15 , 4 / 15 , 11 / 30 
420,"if a coin has an equal probability of landing heads up or tails up each time it is flipped , what is the probability that the coin will land tails up exactly once in 3 consecutive flips ?",b,probability, 0.125 , 0.375 , 0.325 , 0.5 , 0.666 
421,jane and thomas are among the 6 people from which a committee of 3 people is to be selected . how many different possible committees of 3 people can be selected from these 6 people if at least one of either jane or thomas is to be selected ?,c,probability, 12 , 14 , 16 , 18 , 20 
422,"there is a 30 % chance jen will visit chile this year , while there is a 50 % chance that she will visit madagascar this year . what is the probability that jen will visit either chile or madagascar this year , but not both ?",c,probability, 25.0 % , 37.5 % , 50.0 % , 62.5 % , 75 % 
423,a fair coin is tossed 15 times . what is the probability of getting more heads than tails in 15 tosses ?,a,probability, 1 / 2 , 63 / 128 , 4 / 7 , 61 / 256 , 63 / 64 
