,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
2344,ravish has to secure 40 % marks to clear his board exam of class 10 th . he got 40 marks and failed by 40 marks . what is the maximum marks ?,d,gain, 150 , 135 , 160 , 200 , 155 
2345,"the length of a rectangular floor is more than its breadth by 200 % . if rs . 624 is required to paint the floor at the rate of rs . 4 per sq m , then what would be the length of the floor ?",b,gain, 22.8 m . , 21.6 m . , 21.1 m . , 20.6 m . , 22.5 m . 
2346,"a certain company ’ s profit in 1996 was 10 percent greater than its profit in 1995 , and its profit in 1997 was 20 percent greater than its profit in 1996 . the company ’ s profit in 1997 was what percent greater than its profit in 1995 ?",c,gain, 5 % , 18 % , 32 % , 35 % , 38 % 
2347,"if price of t . v set is reduced by 25 % , then its sale increases by 75 % , find net effect on sale value",a,gain, 31 , 32 , 46 , 47 , 48 
2348,the c . p of 8 books is equal to the s . p of 16 books . find his gain % or loss % ?,b,gain, 60 % , 50 % , 70 % , 90 % , 55 % 
2349,"in order to obtain an income of rs . 900 from 20 % stock at rs . 102 , one must make an investment of",b,gain, rs . 6000 , rs . 4590 , rs . 4560 , rs . 4500 , rs . 4570 
2350,an investment compounds annually at an interest rate of 33.34 % what is the smallest investment period by which time the investment will more than triple in value ?,e,gain, 1 , 2 , 3 , 5 , 4 
2351,"a and b ’ s salaries together amount to rs . 3,000 . a spends 95 % of his salary and b spends 85 % of his . if now their savings are the same , what is b ’ s salary ?",b,gain, 777 , 750 , 789 , 776 , 881 
2352,"ritesh and co . generated revenue of rs . 1,700 in 2006 . this was 12.5 % of its gross revenue . in 2007 , the gross revenue grew by rs . 2,500 . what is the percentage increase in the revenue in 2007 ?",a,gain, 18.38 % , 20 % , 25 % , 50 % , none of these 
2353,a man took a loan at rate of 12 % per annum simple interest . after 3 years he had to pay 5400 interest . the principal amount borrowed by him was .,b,gain, rs 14000 , rs 15000 , rs 16000 , rs 17000 , none of these 
2354,"if a town of 35,000 people is growing at a rate of approx . 1 % per year , the population of the town in 5 years will be closest to ?",a,gain, a . 36000 , b . 37000 , c . 38000 , d . 39000 , e . 40000 
2355,a candidate got 35 % of the votes polled and he lost to his rival by 2280 votes . how many votes were cast ?,e,gain, 7500 , 3388 , 2665 , 2888 , 7600 
2356,fresh grapes contain 75 % by weight while dried grapes contain 25 % water by weight . what is the weight of dry grapes available from 200 kg of fresh grapes ?,c,gain, 40.00 kg , 45.50 kg , 66.67 kg , 80.56 kg , 90.00 kg 
2357,"if the cost price of 72 articles is equal to the selling price of 60 articles , then what is the percent profit ?",c,gain, 10 % , 15 % , 20 % , 25 % , 30 % 
2358,"what will be the compound interest on a sum of rs . 22,000 after 3 years at the rate of 12 % p . a . ?",a,gain, rs . 8908.42 , rs . 9720 , rs . 10123.20 , rs . 10483.20 , none 
2359,"of the votes cast on a certain proposal , 68 more were in favor of the proposal than were against it . if the number of votes against the proposal was 40 percent of the total vote , what was the total number of votes cast ? ( each vote cast was either in favor of the proposal or against it . )",b,gain, 300 , 340 , 380 , 420 , 460 
2360,if the cost price of 12 articles is same as the selling price of 25 articles . find the gain or loss percentage ?,e,gain, 30 % gain , 30 % loss , 40 % gain , 40 % loss , 52 % loss 
2361,"the cost of an article is decreased by 50 % . if the original cost is $ 200 , find the decrease cost .",d,gain, 330 , 200 , 150 , 100 , 91 
2362,"what profit percent is made by selling an article at a certain price , if by selling at 2 / 3 rd of that price , there would be a loss of 10 % ?",d,gain, 20 % , 28 % , 27 % , 35 % , 70 % 
2363,a shopkeeper sold an article offering a discount of 4 % and earned a profit of 44 % . what would have been the percentage of profit earned if no discount was offered ?,e,gain, 24 , 28 , 30 , 32 , 50 
2364,"on a sum of money , the s . i . for 2 years is $ 600 , while the c . i . is $ 612 , the rate of interest being the same in both the cases . the rate of interest is ?",b,gain, 3 % , 4 % , 5 % , 6 % , 7 % 
2365,"if the annual increase in the population of a town is 4 % and the present number of people is 15625 , what will the population be in 3 years ?",d,gain, 15265 , 16458 , 25600 , 17576 , 14785 
2366,find the number of shares that can be bought for rs . 8200 if the market value is rs . 20 each with brokerage being 3.2 % .,e,gain, 237 , 270 , 177 , 166 , 397.2 
2367,"in a school of 850 boys , 44 % of muslims , 14 % hindus , 10 % sikhs and the remaining of other communities . how many belonged to the other communities ?",e,gain, a ) 125 , b ) 627 , c ) 153 , d ) 721 , e ) 272 
2368,what quantity of water should be added to reduce 5 litres of 45 % acidic liquid to 25 % acidic liquid ?,d,gain, 3 litres , 2 litres , 4 litres , 4.5 litres , 5 litres 
2369,"if each year the population of the country grows by 40 % , how many years will elapse before the population of the country doubles ?",a,gain, 3 , 4 , 5 , 6 , 7 
2370,a certain sum is invested at simple interest at 14 % p . a . for two years instead of investing at 12 % p . a . for the same time period . therefore the interest received is more by rs . 840 . find the sum ?,e,gain, s . 7000 , s . 9000 , s . 14000 , s . 17000 , s . 42000 
2371,"chlorination is used in industry for the purification of water ; 1 gm solution of chlorine will remove half of the germs in 1 liter of water . if water containing less than 0.09 % of germs is considered clean , what is the minimum amount of chlorine required to purify 150 liter of water containing 0.3 liter of harmful substances ?",b,gain, 1 , 2 , 3 , 4 , 5 
2372,"on a purchase of $ 127 , a store offered a payment plan consisting of a $ 27 down payment and 12 monthly payments of $ 10 each . what percent of the purchase price , to the nearest tenth of a percent , did the customer pay in interest by using this plan ?",c,gain, 18.3 % , 15.3 % , 21.3 % , 22.3 % , 25.3 % 
2373,what is the rate percent when the simple interest on rs . 900 amount to rs . 160 in 4 years ?,a,gain, 4.44 , 5.44 , 6.44 , 7.44 , 8.44 
2374,a family made a down payment of $ 300 and borrowed the balance on a set of encyclopedias that cost $ 750 . the balance with interest was paid in 9 monthly payments of $ 57 each and a final payment of $ 21 . the amount of interest paid was what percent of the amount borrowed ?,d,gain, 6 % , 12 % , 14 % , 18.66 % , 20 % 
2375,a corporation paid $ 5 million in federal taxes on its first $ 50 million of gross profits and then $ 30 million in federal taxes on the next $ 150 million in gross profits . by approximately what percent did the ratio of federal taxes to gross profits increase from the first $ 50 million in profits to the next $ 150 million in profits ?,d,gain, 6 % , 14 % , 20 % , 140 % , 43 % 
2376,in an examination 35 % of the students passed and 260 failed . how many students appeared for the examination ?,b,gain, a ) 540 , b ) 400 , c ) 700 , d ) 650 , e ) 840 
2377,"at the end of the first quarter , the share price of a certain mutual fund was 20 percent higher than it was at the beginning of the year . at the end of the second quarter , the share price was 60 percent higher than it was at the beginning of the year . what was the percent increase in the share price from the end of the first quarter to the end of the second quarter ?",d,gain, 20 % , 25 % , 30 % , 33.33 % , 40 % 
2378,"a , b and c enter into a partnership . a invests 3 times as much as b invests and 2 / 3 of what c invests . at the end of the year , the profit earned is rs . 55000 . what is the share of c ?",d,gain, rs . 12250 , rs . 13375 , rs . 16750 , rs . 15000 , none of these 
2379,a certain sum is invested at simple interest at 18 % p . a . for two years instead of investing at 12 % p . a . for the same time period . therefore the interest received is more by rs . 600 . find the sum ?,e,gain, 7000 , 7029 , 2778 , 2800 , 5000 
2380,what annual installment will discharge a debt of rs . 1344 due in 3 years at 12 % simple interest ?,e,gain, 315 , 345 , 325 , 335 , 400 
2381,"in an office in singapore there are 60 % female employees . 50 % of all the male employees are computer literate . if there are total 62 % employees computer literate out of total 1400 employees , then the no . of female employees who are computer literate ?",a,gain, 588 , 674 , 672 , 960 , none 
2382,"sales price is $ 81 , gross profit is 170 % of cost , what is the value of gross profit ?",e,gain, 32 , 33 , 39 , 40 , 51 
2383,the price of rice falls by 20 % . how much rice can be bought now with the money that was sufficient to buy 10 kg of rice previously ?,b,gain, 5 kg , 12, 25 kg , 30 kg , none 
2384,"a reduction of 30 % in the price of apples would enable a man to obtain 54 more for rs . 30 , what is reduced price per dozen ?",b,gain, 1 , 2 , 6 , 7 , 10 
2385,if the cost price is 95 % of selling price then what is the profit percentage .,a,gain, 5.26 , 5.16 , 5.61 , 5.52 , 5 
2386,one fourth of a solution that was 10 % sugar by weight was replaced by a second solution resulting in a solution that was 20 percent sugar by weight . the second solution was what percent sugar by weight ?,b,gain, 65 % , 50 % , 22 % , 18 % , 8.5 % 
2387,a grocer purchased a quantity of bananas at 3 pounds for $ 0.50 and sold the entire quantity at 4 pounds for $ 1.00 . how many pounds did the grocer purchase if the profit from selling the bananas was $ 8.00 ?,c,gain, 40 , 60 , 96 , 120 , 240 
2388,the salaries of a and b together is rs . 14000 . a spend 80 % of his salary and b spends 85 % of his salary . what is the salary of b if their savings are equal ?,b,gain, rs . 6000 , rs . 8000 , rs . 7500 , rs . 6500 , rs . 8500 
2389,"a man buys 52 pens at marked price of 46 pens from a whole seller . if he sells these pens giving a discount of 1 % , what is the profit percent ?",d,gain, 7.6 % , 7.7 % , 11.32 % , 11.91 % , 7.8 % 
2390,"a , b and c enter into a partnership by investing $ 11000 , $ 15000 and $ 23000 respectively . at the end of 8 months , b receives $ 3315 as his share . find the share of a .",d,gain, $ 1865 , $ 2087 , $ 2217 , $ 2431 , $ 2662 
2391,"a reduction of 35 % in the price of oil enables a house wife to obtain 5 kgs more for rs . 800 , what is the reduced price for kg ?",c,gain, 42 , 49 , 56 , 63 , 70 
2392,a dessert recipe calls for 50 % melted chocolate and 50 % raspberry puree to make a particular sauce . a chef accidentally makes 15 cups of the sauce with 40 % melted chocolate and 60 % raspberry puree instead . how many cups of the sauce does he need to remove and replace with pure melted chocolate to make the sauce the proper 50 % of each ?,b,gain, 1.5 , 2.5 , 3 , 4.5 , 5 
2393,"anand and deepak started a business investing rs . 2250 and rs . 3200 respectively . out of a total profit of rs . 1380 , deepak ' s share is :",b,gain, 3776 , 810.27 , 815.21 , 688.12 , 267.1 
2394,if the cost price is 92 % of sp then what is the profit %,a,gain, 8.70 % , 8.60 % , 8.10 % , 8.30 % , 8.27 % 
2395,"a sum was put a simple interest at a certain rate for 7 years . had it been put at 2 % higher rate , it would have fetched rs . 350 more . the sum is :",a,gain, s . 500 , s . 1000 , s . 1500 , s . 2000 , s . 2500 
2396,the banker ' s gain on a sum due 3 years hence at 12 % per annum is rs . 270 . the banker ' s discount is :,d,gain, rs . 960 , rs . 760 , rs . 840 , rs . 1020 , rs . 1615 
2397,"a started a business with an investment of rs . 70000 and after 6 months b joined him investing rs . 120000 . if the profit at the end of a year is rs . 26000 , then the share of a is ?",b,gain, s . 14028 , s . 14000 , s . 14003 , s . 14029 , s . 24029 
2398,"by selling 150 apples , a fruit - seller gains the selling price of 30 apples . find the gain percent ?",c,gain, 30 % , 58 % , 25 % , 60 % , 12 % 
2399,"a man invested rs . 14400 in rs . 100 shares of a company at 20 % premium . if the company declares 7 % dividend at the end of the year , then how much does he get ?",b,gain, rs . 500 , rs . 840 , rs . 650 , rs . 720 , none 
2400,"if the annual increase in the population of a town is 10 % and the present number of people is 11000 , what will the population be in 2 years ?",e,gain, 12100 , 15240 , 12456 , 11452 , 13310 
2401,"the owner of a furniture shop charges his customer 15 % more than the cost price . if a customer paid rs . 6400 for a computer table , then what was the cost price of the computer table ?",a,gain, rs . 5565 , rs . 6298 , rs . 6290 , rs . 6725 , rs . 6708 
2402,"the price of a t . v . set worth rs . 20000 is to be paid in 20 installments of rs . 1000 each . if the rate of interest be 6 % per annum , and the first installment be paid at the time of purchase , then the value of the last installment covering the interest as well will be ?",d,gain, 19002 , 19028 , 27788 , 19000 , 27711 
2403,"bert and rebecca were looking at the price of a condominium . the price of the condominium was 25 % more than bert had in savings , and separately , the same price was also 50 % more than rebecca had in savings . what is the ratio of what bert has in savings to what rebecca has in savings .",b,gain, 1 : 5 , 2 : 5 , 3 : 5 , 4 : 5 , 1 : 1 
2404,the cash difference between the selling prices of an article at a profit of 4 % and 6 % is rs 3 . the ratio of two selling prices is,b,gain, 51 : 52 , 52 : 53 , 53 : 54 , 54 : 55 , none of these 
2405,"a group of students was interviewed for that if it was asked whether or not they speak french and / or english . among those who speak french , 30 speak english well , while 40 of them do not speak english . if 86 % of students do not speak french , how many students were surveyed ?",a,gain, 500 , 450 , 250 , 350 , 525 
2406,"during a certain season , a team won 85 percent of its first 100 games and 50 percent of its remaining games . if the team won 70 percent of its games for the entire season , what was the total number of games that the team played ?",b,gain, 180 , 175 , 156 , 150 , 105 
2407,how many ounces of a 60 % salt solution must be added to 50 ounces of a 20 percent salt solution so that the resulting mixture is 40 % salt ?,c,gain, 16.67 , 30 , 50 , 60.33 , 70 
2408,at what price must an article costing rs . 47.50 be marked in order that after deducting 8 % from the list price . it may be sold at a profit of 25 % on the cost price ?,a,gain, 64.54 , 62.6 , 62.1 , 62.7 , 62.2 
2409,"the ratio of investments of two partners p and q is 7 : 5 and the ratio of their profits is 7 : 9 . if p invested the money for 5 months , find for how much time did q invest the money ?",a,gain, 9 , 17 , 13 , 10 , 12 
2410,what annual installment will discharge a debt of $ 100 due in 3 years at 10 % simple interest ?,c,gain, 25.6 , 50.2 , 30.3 , 45 , 56 
2411,a sum fetched total simple interest of 4016.25 at the rate of 13 p . c . p . a . in 5 years . what is the sum ?,a,gain, 6178.85 , 8032.5 , 4462.5 , 8900 , none of these 
2412,"a bookstore has a shelf that contains biographies which normally sell for $ 20 each and mysteries that normally sell for $ 12 each . during a sale , the biographies and mysteries are discounted at different rates so that a customer saves a total of $ 19 from the normal price by buying 5 discounted biographies and 3 discounted mysteries . if the sum of the discount rates for the two types of books is 27 percent , what is the discount rate on mysteries ?",c,gain, 10 % , 11 % , 12.5 % , 13 % , 14 % 
2413,if a population of women in a town is 90 % of men . what is the population of men as a % of population of women ?,c,gain, 108 % , 105 % , 111 % , 112 % , 114 % 
2414,"if tim had lunch at $ 50.20 and he gave 20 % tip , how much did he spend ?",e,gain, $ 30.60 , $ 60.60 , $ 70.60 , $ 40.60 , $ 60.24 
2415,"a and b started a business in partnership investing rs . 20,000 and rs . 15,000 respectively . after 6 months , c joined them with rs . 20,000 . whatwill be b ' s share in total profit of rs . 24,000 earned at the end of 2 years from the startingof the business ?",e,gain, s . 5, s . 5, s . 5, s . 6, s . 7
2416,a chemical supply company has 60 liters of a 25 % hno 3 solution . how many liters of pure undiluted hno 3 must the chemists add so that the resultant solution is a 50 % solution ?,e,gain, 12 , 15 , 20 , 24 , 30 
2417,"mohit sold an article for $ 12000 . had he offered a discount of 10 % on the selling price , he would have earned a profit of 8 % . what is the cost price of the article ?",c,gain, 16000 , 25000 , 10000 , 18000 , 17000 
2418,"what profit percent is made by selling an article at a certain price , if by selling at 1 / 2 rd of that price , there would be a loss of 20 % ?",c,gain, 20 % , 29 % , 60 % , 27 % , 28 % 
2419,"by selling an article at rs . 400 , a profit of 25 % is made . find its cost price ?",b,gain, 228 , 320 , 287 , 480 , 811 
2420,12.5 % of 192 = 50 % of ?,a,gain, 48 , 96 , 24 , none of these , can not be determined 
2421,a 9 % stock yields 25 % . the market value of the stock is :,e,gain, rs 45 , rs 25 , rs 40 , rs 39 , rs 36 
2422,ajay bought 15 kg of dal at the rate of rs 14.50 per kg and 10 kg at the rate of rs 13 per kg . he mixed the two and sold the mixture at the rate of rs 15 per kg . what was his total gain in this transaction ?,d,gain, rs 1.10 , rs 11 , rs 16.50 , rs 27.50 , none of these 
2423,a small company reduced its faculty by approximately 20 percent to 195 employees . what was the original number of employees ?,e,gain, a ) 182 , b ) 208 , c ) 220 , d ) 224 , e ) 244 
2424,"a part of certain sum of money is invested at 9 % per annum and the rest at 15 % per annum , if the interest earned in each case for the same period is equal , then ratio of the sums invested is ?",c,gain, 4 : 6 , 4 : 9 , 5 : 3 , 4 : 1 , 4 : 2 
2425,in the fifth grade at parkway elementary school there are 420 students . 320 students are boys and 250 students are playing soccer . 86 % of the students that play soccer are boys . how many girl student are in parkway that is not playing soccer ?,d,gain, 69 . , 73 . , 81 , 65 , 108 
2426,"p and q invested in a shop . the profits were divided in the ratio of 2 : 4 respectively . if p invested rs . 500000 , the amount invested by q is :",c,gain, 5000000 , 4000000 , 1000000 , 6000000 , none 
2427,peter invests a sum of money and gets back an amount of $ 815 in 3 years . david invests an equal amount of money and gets an amount of $ 870 in 4 years . if both amounts were invested at the same rate ( simple interest ) what was the sum of money invested ?,b,gain, 670 , 650 , 698 , 744 , 700 
2428,"a , b and c enter into a partnership by investing $ 15000 , $ 21000 and $ 27000 respectively . at the end of 8 months , b receives $ 1540 as his share . find the share of a .",d,gain, $ 800 , $ 900 , $ 1000 , $ 1100 , $ 1200 
2429,by selling 15 pens for a rupee a woman loses 25 % . how many for a rupee should he sell in order to gain 25 % ?,d,gain, 12 , 14 , 45 , 10 , 65 
2430,"a bookstore has a shelf that contains biographies which normally sell for $ 20 each and mysteries that normally sell for $ 12 each . during a sale , the biographies and mysteries are discounted at different rates so that a customer saves a total of $ 19 from the normal price by buying 5 discounted biographies and 3 discounted mysteries . if the sum of the discount rates for the two types of books is 38 percent , what is the discount rate on mysteries ?",b,gain, 18 % , 29.68 % , 19.68 % , 29 % , 68 % 
2431,"if a sum of money doubles itself in 8 years at simple interest , the ratepercent per annum is",b,gain, 12 , 12.5 , 13 , 13.5 , 14 
2432,"a and b invests rs . 10000 each , a investing for 6 months and b investing for all the 12 months in the year . if the total profit at the end of the year is rs . 4500 , find their shares ?",d,gain, 1500, 4500, 3500, 1500, 2500
2433,a has 10000 chocolates . 20 % of the chocolates are eaten . what percentage of the uneaten chocolates must be eaten so that 3 / 2 of all chocolates are eaten ?,b,gain, 39.25 , 37.25 , 37.26 , 38.21 , 38.32 
2434,"rs . 825 becomes rs . 956 in 3 years at a certain rate of simple interest . if the rate of interest is increased by 4 % , what amount will rs . 825 become in 3 years ?",c,gain, rs . 1020.80 , rs . 1025 , rs . 1055 , data inadequate , none of these 
2435,mahesh marks an article 15 % above the cost price of rs . 540 . what must be his discount percentage if he sells it at rs . 496.80 ?,c,gain, 22 , 27 , 20 , 21 , 12 
2436,"a company pays 12.5 % dividend to its investors . if an investor buys rs . 40 shares and gets 25 % on investment , at what price did the investor buy the shares ?",a,gain, 20 , 66 , 18 , 19 , 01 
2437,"jill invests $ 10000 in an account that pays an annual rate of 3.96 % , compounding semi - annually . approximately how much does she have in her account after two years ?",b,gain, $ 10079.44 , $ 10815.83 , $ 12652.61 , $ 14232.14 , $ 20598.11 
2438,the population of a town increases 25 % and 15 % respectively in two consecutive years . after the growth the present population of the town is 1150 . then what is the population of the town 2 years ago ?,e,gain, a ) 400 , b ) 500 , c ) 600 , d ) 700 , e ) 800 
2439,"a , b and c invested rs . 6300 , rs . 4200 and rs . 10500 respectively , in a partnership business . find the total share of a & b in profit of rs . 12100 after a year ?",c,gain, rs . 6030 , rs . 4050 , rs . 6050 , rs . 7050 , rs . 6080 
2440,"company p had 15 percent more employees in december than it had in january . if company p had 490 employees in december , how many employees did it have in january ?",b,gain, 391 , 426 , 410 , 423 , 445 
2441,the present worth of rs . 1404 due in two equal half - yearly instalments at 8 % per annum simple interest is :,a,gain, rs . 1325 , rs . 1300 , rs . 1350 , rs . 1500 , none 
2442,a shopkeeper buys mangoes at the rate of 6 a rupee and sells them at 4 a rupee . find his net profit or loss percent ?,c,gain, 34 % , 39 % , 50 % , 35 % , 33 % 
2443,20 percent of andrea ' s living room floor is covered by a carpet that is 4 feet by 9 feet . what is the area of her living room floor ?,b,gain, 14.4 , 180 , 50.4 , 60 , 90 
2444,how many liters of water must be evaporated from 50 liters of a 4 percent sugar solution to get a 5 percent sugar solution ?,d,gain, 4 , 6 , 8 , 10 , 12 
2445,a person lent a certain sum of money at 6 % per annum at simple interest and in 8 years the interest amounted to $ 520 less than the sum lent . what was the sum lent ?,b,gain, 800 , 1000 , 1200 , 1400 , 1600 
2446,240 is increased by 20 % . find the final number .,d,gain, 200 , 210 , 180 , 288 , 220 
2447,"two persons start at the same point , walk in opposite directions with 6 km / hr and 7 km / hr respectively . what is the distance separated after 3 and half hrs ?",a,gain, 45.5 km , 27.250 km , 28.250 km , 29.250 km , 25.250 km 
2448,what is the value of â ˆ š 36 % ?,d,gain, 10 % , 20 % , 30 % , 60 % , 40 % 
2449,"there are two concentric circles with radii 8 and 4 . if the radius of the outer circle is increased by 25 % and the radius of the inner circle decreased by 25 % , by what percent does the area between the circles increase ?",d,gain, 75 , 80 , 85 , 90 , 95 
2450,"by selling an article at rs . 800 , a shopkeeper makes a profit of 35 % . at what price should he sell the article so as to make a loss of 25 % ?",a,gain, s . 416 , s . 480 , s . 429 , s . 128 , s . 419 
2451,a present value of a machine is $ 900 . its value depletion rate is 10 % per annum then find the machine value after 2 years ?,e,gain, $ 900 , $ 810 , $ 915 , $ 715 , $ 729 
2452,two numbers are less than a third number by 30 % and 37 % . how much percent is the second number is less than the first ?,a,gain, 10 % , 15 % , 20 % , 25 % , 30 % 
2453,"there are 300 seniors at morse high school , and 40 % of them have cars . of the remaining grades ( freshmen , sophomores , and juniors ) , only 10 % of them have cars . if 15 % of all the students at morse have cars , how many students are in those other 3 lower grades ?",e,gain, 600 , 900 , 1200 , 1350 , 1500 
2454,"a retailer buys 140 pens at the market price of 36 pens from a wholesaler , if he sells these pens giving a discount of 1 % , what is the profit % ?",e,gain, 105 , 155 , 125 , 185 , 285 
2455,a and b invests rs . 3000 and rs . 7000 respectively in a business . if a doubles his capital after 6 months . in what ratio should a and b divide that year ' s profit ?,c,gain, 9 : 6 , 9 : 8 , 9 : 14 , 9 : 9 , 9 : 5 
2456,"a car dealership has 40 cars on the lot , 20 % of which are silver . if the dealership receives a new shipment of 80 cars , 35 % of which are not silver , what percentage of total number of cars are silver ?",a,gain, 30 % , 35 % , 40 % , 45 % , 50 % 
2457,an alloy weighing 48 ounces is 25 % gold . how many ounces of pure gold must be added to create an alloy that is 40 % gold ?,c,gain, 15 , 20 , 12 , 14 , 7 
2458,a certain sum is invested at simple interest at 15 % p . a . for two years instead of investing at 12 % p . a . for the same time period . therefore the interest received is more by rs . 420 . find the sum ?,b,gain, s . 5000 , s . 7000 , s . 14000 , s . 17000 , s . 27000 
2459,find the missing figures : 0.50 % of ? = 0.12,e,gain, 16 , 18 , 20 , 22 , 24 
2460,"a certain airline ' s fleet consisted of 80 type a planes at the beginning of 1980 . at the end of each year , starting with 1980 , the airline retired 3 of the type a planes and acquired 4 new type b plans . how many years did it take before the number of type a planes left in the airline ' s fleet was less than 50 percent of the fleet ?",d,gain, 9 , 10 , 11 , 12 , 13 
2461,how many liters of water must be evaporated from 50 liters of a 1 - percent sugar solution to get a 10 - percent solution ?,d,gain, 35 , 40 , 42 , 45 , 48 
2462,raman mixed 27 kg of butter at rs . 150 per kg with 36 kg butter at the rate of rs . 125 per kg . at what price per kg should he sell the mixture to make a profit of 40 % in the transaction ?,c,gain, 129 , 287 , 190 , 188 , 112 
2463,a sum of money at simple interest amounts to rs . 815 in 3 years and to rs . 844 in 4 years . the sum is :,d,gain, s . 650 , s . 690 , s . 698 , s . 728 , s . 760 
2464,"a side of beef lost 40 percent of its weight in processing . if the side of beef weighed 240 pounds after processing , how many pounds did it weigh before processing ?",b,gain, 191 , 400 , 737 , 840 , 1
2465,a trader bought a car at 50 % discount on its original price . he sold it at a 80 % increase on the price he bought it . what percent of profit did he make on the original price ?,e,gain, 17 % , 62 % , 12 % , 19 % , 71 % 
2466,"the owner of a furniture shop charges his customer 20 % more than the cost price . if a customer paid rs . 8337 for a computer table , then what was the cost price of the computer table ?",e,gain, rs . 6725 , rs . 6727 , rs . 6908 , rs . 6725 , rs . 6947.5 
2467,"money invested at x % , compounded annually , triples in value in approximately every 112 / x years . if $ 2200 is invested at a rate of 8 % , compounded annually , what will be its approximate worth in 28 years ?",b,gain, $ 3, $ 19, $ 8, $ 15, $ 22
2468,"a dishonest dealer professes to sell goods at the cost price but uses a weight of 896 grams per kg , what is his percent ?",e,gain, 22 % , 25 % , 77 % , 99 % , 11.6 % 
2469,what will be the compound interest on a sum of rs . 26000 after 3 years at the rate of 12 % p . a . ?,e,gain, s . 10123.22 , s . 10823.20 , s . 10123.20 , s . 10123.29 , s . 10528.13 
2470,"a man spends 50 % of his income on food , 15 % on children education and 50 % of the remaining on house rent . what percent of his income he is left with ?",a,gain, 17.5 % , 16 % , 15.4 % , 12.6 % , 13.5 % 
2471,"the length of a rectangular floor is more than its breadth by 200 % . if rs . 400 is required to paint the floor at the rate of rs . 3 / sq m , what would be the length of the floor ?",c,gain, 12 , 18 , 20 , 22 , 24 
2472,a sum of money deposited at c . i . amounts to rs . 1820 in 4 years and to rs . 2402 in 5 years . find the rate percent ?,b,gain, 30 % , 31 % , 34 % , 19 % , 50 % 
2473,"if the cost price of 44 chocolates is equal to the selling price of 24 chocolates , the gain percent is :",b,gain, 83.55 % , 83.33 % , 80 % , 83.39 % , 84.33 % 
2474,90 percent of your marbles are a solid color . 5 percent of your marbles are solid yellow . what percentage of your marbles are a solid color other than yellow ?,c,gain, 5 , 15 , 85 , 90 , 95 
2475,"a car is purchased on hire - purchase . the cash price is $ 22 000 and the terms are a deposit of 10 % of the price , then the balance to be paid off over 60 equal monthly installments . interest is charged at 12 % p . a . what is the monthly installment ?",d,gain, $ 503 , $ 504 , $ 515 , $ 528 , $ 537 
2476,"one night a certain hotel rented 3 / 4 of its rooms . including 2 / 3 of their air conditioned rooms . if 3 / 5 of its rooms were air conditioned , what percent of the rooms that were not rented were air conditioned ?",e,gain, 20 , 33 1 / 3 , 35 , 40 , 80 
2477,an inspector rejects 0.08 % of the meters as defective . how many will be examine to project ?,d,gain, 2000 , 2300 , 2700 , 2500 , 250 
2478,"a tank contains 10,000 gallons of a solution that is 5 percent sodium chloride by volume . if 4,000 gallons of water evaporate from the tank , the remaining solution will be approximately what percent sodium chloride ?",d,gain, 6.85 % , 7.25 % , 7.76 % , 8.33 % , 8.75 % 
2479,"a watch was sold at a loss of 10 % . if it was sold for rs . 200 more , there would have been a gain of 4 % . what is the cost price ?",b,gain, 1000 , 1429 , 1977 , 2778 , 2711 
2480,"if an article is sold at 19 % profit instead of 12 % profit , then the profit would be $ 84 more . what is the cost price ?",b,gain, $ 900 , $ 1200 , $ 1500 , $ 1800 , $ 2100 
2481,"a , b and c invest in a partnership in the ratio : 7 / 24 / 36 / 5 . after 4 months , a increases his share 50 % . if the total profit at the end of one year is rs . 21600 , then what is b ' s share in the profit ?",d,gain, 1000 , 2000 , 3000 , 4000 , 5000 
2482,find the simple interest for rs . 2000 at 8 % p / a for 2 years .,b,gain, rs . 300 , 3 rs . 20 , rs . 420 , rs . 520 , rs . 460 
2483,there are 300 employees in a room . 99 % are managers . how many managers must leave the room to bring down the percentage of managers to 98 % ?,c,gain, 200 , 175 , 150 , 125 , 100 
2484,a shopkeeper fixes the marked price of an item 30 % above its cost price . the percentage of discount allowed to gain 8 % is,b,gain, 15.92 % , 16.92 % , 17.92 % , 18.92 % , none of these 
2485,how many liters of water must be added to 20 liters of milk and water containing 10 % water to make it 60 % water ?,e,gain, 12 , 15 , 18 , 22 , 25 
2486,"the value of a machine depreciates at 20 % per annum . if its present value is $ 1 , 50,000 , at what price should it be sold after two years such that a profit of $ 24,000 is made ?",c,gain, $ 250000 , $ 430000 , $ 120000 , $ 170000 , $ 150000 
2487,an inspector rejects 10 % of the meters as defective . how many will he examine to reject 20 ?,d,gain, a ) 100 , b ) 120 , c ) 250 , d ) 200 , e ) 160 
2488,"if the simple interest on a sum of money for 2 years at 5 % per annum is rs . 56 , what is the compound interest on the same sum at the rate and for the same time ?",a,gain, s . 57.40 , s . 57.22 , s . 51.219 , s . 56.18 , s . 53.11 
2489,john purchased a grinder and a mobile for rs . 15000 & rs . 8000 respectively . he sold the grinder at a loss of 4 % and the mobile phone at a profit of 20 % . overall how much he make aprofit .,c,gain, s . 190 , s . 1120 , s . 1200 , s . 1250 , s . 1290 
2490,a man buy a book in rs 50 & sale it rs 60 . what is the rate of profit ? ? ?,b,gain, 10 % , 20 % , 30 % , 25 % , 28 % 
