,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
8024,"in a fuel station the service costs $ 1.75 per car , every liter of fuel costs 0.65 $ . assuming that a company owns 12 cars and that every fuel tank contains 58 liters and they are all empty , how much money total will it cost to fuel all cars ?",e,general, 320.40 $ , 383.40 $ , 420.40 $ , 450.40 $ , 473.40 $ 
8025,( 565945 x 121 ) = ?,c,general, 68463812 , 68463813 , 68479345 , 68463814 , 68463814 
8026,"if 5 is one solution of the equation x ^ 2 + 3 x + k = 10 , where k is a constant , what is the other solution ?",a,general, - 8 , - 4 , - 3 , 1 , 6 
8027,"if 350 ! / 10 ^ n is an integer , what is the largest possible value of n ?",c,general, 88 , 82 , 86 , 87 , 80 
8028,"a person decided to build a house in 100 days . he employed 100 men in the beginning and 100 more after 80 days and completed the construction in stipulated time . if he had not employed the additional men , how many days behind schedule would it have been finished ?",a,general, 40 , 80 , 70 , 60 , 50 
8029,the average of 6 observations is 12 . a new observation is included and the new average is decreased by 1 . the seventh observation is ?,c,general, 1 , 3 , 5 , 6 , 7 
8030,simplify : 8888 + 888 + 88 + 8,a,general, 9872 , 9782 , 9827 , 9287 , none of them 
8031,"for an agricultural experiment , 300 seeds were planted in one plot and 200 were planted in a second plot . if exactly 15 percent of the seeds in the first plot germinated and exactly 35 percent of the seeds in the second plot germinated , what percent of the total number of seeds germinated ?",c,general, 12 % , 26 % , 23 % , 30 % , 60 % 
8032,"what is the average of 1200 , 1300 , 1400 , 1510 , 1520 , 1530 , 1115 , 1120 , and 1125 ?",c,general, 1345 , 1334 , 1313.33 , 1350 , 1325 
8033,"mr . evans will states that each of his children will receive an equal share of his estate and that his grandchildren will split a portion of the estate that is equal to the share received by each of his children . if mr . evans has 5 children and 6 grandchildren , then approximately what percentage of mr . evans estate will each grandchild receive ?",e,general, 20 % , 17 % , 4.0 % , 3.3 % , 2.8 % 
8034,how many numbers from 10 to 50 are exactly divisible by 3,b,general, 11 , 13 , 15 , 18 , 19 
8035,"a sun is divided among x , y and z in such a way that for each rupee x gets , y gets 45 paisa and z gets 30 paisa . if the share of y is rs . 18 , what is the total amount ?",a,general, 70 , 105 , 178 , 177 , 169 
8036,two numbers a and b are such that the sum of 5 % of a and 3 % of b is two - third of the sum of 6 % of a and 8 % of b . find the ratio of a : b .,c,general, 2 : 1 , 1 : 2 , 7 : 3 , 1 : 1 , 3 : 2 
8037,"a and b are two partially filled buckets of water . if 3 liters are transferred from a to b , then a would contain one - third of the amount of water in b . alternatively , if 3 liters are transferred from b to a , b would contain one - half of the amount of water in a . bucket a contains how many liters of water ?",a,general, 36 / 5 , 13 , 17 , 21 , 23 
8038,| x + 3 | – | 4 - x | = | 8 + x | how many k solutions will this equation have ?,a,general, 0 , 1 , 2 , 3 , 4 
8039,the units digit of ( 35 ) ^ ( 87 ) + ( 93 ) ^ ( 55 ) is :,a,general, 2 , 4 , 6 , 8 , 0 
8040,"when positive integer n is divided by positive integer j , the remainder is 14 . if n / j = 134.05 , what is value of j ?",c,general, 22 , 56 , 280 , 112 , 175 
8041,what is the sum of all 3 digit numbers that leave a remainder of ' 2 ' when divided by 8 ?,a,general, 61, 64, 64, 49, 56
8042,"what least number should be subtracted from 1,439 so that the remainder when divided by 5 , 11 , and 13 will leave in each case the same remainder 3 ?",e,general, 2 , 3 , 4 , 5 , 6 
8043,( 4300731 ) - ? = 2535618,c,general, 1865113 , 1775123 , 1765113 , 1675123 , none of them 
8044,what two - digit number is less than the sum of the square of its digits by 11 and exceeds their doubled product by 4 ?,c,general, 95 , 99 , 26 , 73 , none of the above 
8045,"what is the average of 12 , 13 , 14 , 510 , 520 , 530 , 1115 , 1120 , and 1 , 1252140 , 2345 ?",e,general, 419 , 551 , 601 , 620 , 858.54 
8046,the price of a certain painting increased by 20 % during the first year and decreased by 25 % during the second year . the price of the painting at the end of the 2 - year period was what percent of the original price ?,b,general, 102 % , 90 % , 120 % , 85 % , 95 % 
8047,"the average age of 15 students of a class is 15 years . out of these , the average age of 5 students is 13 years and that of the other 9 students is 16 years , the age of the 15 th student is",b,general, 11 , 16 , 13 , 14 , 15 
8048,if 64 ( 2 ^ x ) = 1 then x =,d,general, – 2 , – 1 , 0 , - 6 , 5 
8049,"if the charge of staying in a student youth hostel $ 18.00 / day for the first week , and $ 13.00 / day for each additional week , how much does it cost to stay for 23 days ?",c,general, $ 160 , $ 289 , $ 334 , $ 274 , $ 286 
8050,"if x / 2 = y / 4 = z / 6 , then find the value of ( x + y + z ) / z",e,general, 1 / 3 , 1 / 4 , 1 / 6 , 1 / 8 , none of these 
8051,"country x taxes each of its citizens an amount equal to 15 percent of the first $ 40000 of income , plus 20 percent of all income in excess of $ 40000 . if a citizen of country x is taxed a total of $ 8000 , what is her income ?",b,general, $ 40, $ 50, $ 64, $ 66, $ 80
8052,the number 500 can be written as the sum of the squares of 2 different positive integers . what is the difference of these 2 integers ?,d,general, 17 , 16 , 15 , 18 , 13 
8053,the sum of 3 consecutive odd numbers is 20 more than the first of these numbers . what is the middle number ?,c,general, 5 , 7 , 9 , 11 , 10 
8054,the sum of ages of 4 children born 4 years different each is 48 yrs . what is the age of the elder child ?,e,general, 8 , 9 , 16 , 17 , 18 
8055,"a bowl contains equal numbers of red , orange , green , blue , and yellow candies . kaz eats all of the green candies and half of the orange ones . next , he eats half of the remaining pieces of each color . finally , he eats red and yellow candies in equal proportions until the total number of remaining candies of all colors equals 32 % of the original number . what percent of the red candies remain ?",d,general, 27.5 % , 33.3 % , 35.5 % , 42.5 % , 47.5 % 
8056,the average weight of a class of 20 boys was calculated to be 58.4 kgs and it was later found that one weight was misread as 56 kg instead of 61 kg . what is the correct weight ?,b,general, 58 kgs , 58.65 kgs , 58.95 kgs , 59 kgs , 59.85 kgs 
8057,"in the floor of a particular kitchen owned by an abstract artist , each row of tiles to the right of the first row contains two fewer tiles than the row directly to its left . if there are 9 rows in all and a total of 405 tiles in the floor , how many tiles does the leftmost row contain ?",a,general, 53 , 56 , 60 , 64 , 68 
8058,"each of 3 charities in novel grove estates has 8 persons serving on its board of directors . if exactly 4 persons serve on 3 boards each and each pair of charities has 5 persons in common on their boards of directors , then how many distinct persons serve on one or more boards of directors ? a . b . c . d . e .",b,general, 8 , 13 , 16 , 24 , 27 
8059,a mixture of 20 kg of spirit and water contains 10 % water . how much water must be added to this mixture to raise the percentage of water to 25 %,a,general, 4 kg , 5 kg , 8 kg , 30 kg , 35 kg 
8060,"for all even integers n , h ( n ) is defined to be the sum of the even integers between 2 and n , inclusive . what is the value of h ( 18 ) / h ( 10 ) ?",b,general, 1.8 , 3 , 6 , 18 , 60 
8061,"in how many ways can an answer key for a quiz be written if the quiz contains 5 true - false questions followed by 2 multiples - choice questions with 4 answer choices each , if the correct answers to all true - false questions can not be the same ?",c,general, 160 , 320 , 480 , 600 , 720 
8062,"a number when divided by a certain divisor left remainder 255 , when twice the number was divided by the same divisor , the remainder was 112 . find the divisor ?",c,general, 370 , 365 , 398 , 456 , 460 
8063,5 + 3,a,general, 8 , 13 , 28 , 6 , 2 
8064,"find the number , difference between number and its 3 / 5 is 60 .",a,general, 150 , 153 , 154 , 155 , 156 
8065,"a positive number x is multiplied by 3 , and this product is then divided by 3 . if the positive square root of the result of these two operations equals x , what is the value of x ?",c,general, 9 / 4 , 3 / 2 , 4 / 3 , 2 / 3 , 1 / 2 
8066,"during a certain two - week period , 80 percent of the movies rented from a video store were comedies , and of the remaining movies rented , there were 4 times as many dramas as action movies . if no other movies were rented during that two - week period and there were a action movies rented , then how many comedies , in terms of a , were rented during that two - week period ?",c,general, 5 a , 15 a , 20 a , 1 / 25 a , 30 a 
8067,( 100 x 60 ) + ( 138 x 400 ) = ? x 60,d,general, 880 , 550 , 1100 , 1020 , 600 
8068,tickets numbered from 1 to 20 are mixed and then a ticket is selected randomly . what is the probability that the selected ticket bearsa number which is a multiple of 3 ?,c,general, 1 / 5 , 2 / 5 , 3 / 10 , 3 / 7 , 1 / 7 
8069,"two equally sized jugs full of water are each emptied into two separate unequally sized empty jugs , x and y . now , jug x is 1 / 4 full , while jug y is 2 / 3 full . if water is poured from jug x into jug y until jug y is filled , what fraction of jug x then contains water ?",d,general, 0 , 1 / 15 , 2 / 15 , 1 / 8 , 2 / 10 
8070,the average weight of a class of 20 boys was calculated to be 58.4 kgs and it was later found that one weight was misread as 56 kg instead of 60 kg . what is the correct weight ?,a,general, 58.6 kgs , 58.85 kgs , 58.95 kgs , 59 kgs , 59.85 kgs 
8071,"hillary and eddy are climbing to the summit of mt . everest from a base camp 4,700 ft from the summit . when they depart for the summit at 06 : 00 , hillary climbs at a rate of 800 ft / hr with eddy lagging behind at a slower rate of 500 ft / hr . if hillary stops 700 ft short of the summit and then descends at a rate of 1,000 ft / hr , at what time do hillary and eddy pass each other on her return trip ?",c,general, 14.0 , 13.0 , 12.0 , 11.0 , 10.0 
8072,"p and q are the only two applicants qualified for a short - term research project that pays 420 dollars in total . candidate p has more experience and , if hired , would be paid 50 percent more per hour than candidate q would be paid . candidate q , if hired , would require 10 hours more than candidate p to do the job . candidate p ’ s hourly wage is how many dollars greater than candidate q ’ s hourly wage ?",c,general, $ 3 , $ 5 , $ 7 , $ 9 , $ 11 
8073,log ( a ( a ( a ) ^ 1 / 4 ) ^ 1 / 4 ) ^ 1 / 4 here base is a .,b,general, 0 , 21 / 64 , 1 , 22 / 63 , 23 / 65 
8074,rahul is 30 years older than his daughter mary . in 20 years rahul will be twice as old as mary . what is mary current age .,c,general, 12 , 14 , 10 , 16 , 18 
8075,"in a certain game of dice , the player ’ s score is determined as a sum of three throws of a single die . the player with the highest score wins the round . if more than one player has the highest score , the winnings of the round are divided equally among these players . if john plays this game against 22 other players , what is the probability of the minimum score that will guarantee john some monetary payoff ?",b,general, 41 / 50 , 1 / 216 , 1 / 221 , 1 / 84 , 1 / 42 
8076,"line m lies in the xy - plane . the y - intercept of line m is - 2 , and line m passes through the midpoint of the line segment whose endpoints are ( 2 , 8 ) and ( 8 , - 2 ) . what is the slope of line m ?",d,general, - 2 , - 1 , 0 , 1 , 2 
8077,what is 5 + 7,d,general, 2 , 4 , 10 , 12 , 11 
8078,"if 0.75 : x : : 5 : 9 , then x is equal to :",d,general, 1.12 , 1.16 , 1.2 , 1.35 , none of these 
8079,"in the xy - plane , the point ( 3 , 1 ) is the center of a circle . the point ( 3 , - 2 ) lies inside the circle and the point ( - 2 , 1 ) lies outside the circle . if the radius r of the circle is an integer , then r =",c,general, 2 , 3 , 4 , 5 , 6 
8080,"s ( n ) is a n - digit number formed by attaching the first n perfect squares , in order , into one integer . for example , s ( 1 ) = 1 , s ( 2 ) = 14 , s ( 3 ) = 149 , s ( 4 ) = 14916 , s ( 5 ) = 1491625 , etc . how many digits t are in s ( 99 ) ?",b,general, t = 350 , t = 353 , t = 354 , t = 356 , 357 
8081,"you have been given a physical balance and 7 weights of 57 , 55 , 45 , 44 , 43 , 41 and 85 kgs . keeping weights on one pan and object on the other , what is the maximum you can weigh less than 199 kgs .",d,general, 198 , 195 , 196 , 197 , 200 
8082,the average age of 7 men increases by 4 years when two women are included in place of two men of ages 26 and 30 years . find the average age of the women ?,a,general, 42 , 40 , 30 , 18 , 11 
8083,450.271 + 369.422 ÷ 0.03 - 108.612 x 2.001 = ?,b,general, 12980 , 12532 , 12610 , 12430 , 12560 
8084,how many 3 - digit numerals begin with a digit that represents a prime number ?,c,general, 16 , 80 , 400 , 180 , 240 
8085,"if 2 x + y = 7 and x + 2 y = 5 , then ( 2 x + 2 y ) / 3 =",a,general, 3 , 4 / 3 , 17 / 5 , 18 / 5 , 4 
8086,what is the units digit of ( 12 ^ 3 ) ( 15 ^ 4 ) ( 31 ^ 7 ) ?,a,general, 0 , 2 , 4 , 6 , 8 
8087,the average of 25 results is 18 . the average of first 12 of those is 14 and the average of last 12 is 17 . what is the 13 th result ?,d,general, 74 , 75 , 69 , 78 , 45 
8088,a number consists of 3 digits whose sum is 10 . the middle digit is equal to the sum of the other two and the number will be increased by 99 if its digits are reversed . the number is,c,general, 145 , 185 , 253 , 370 , none 
8089,what least number must be subtracted from 7538 so that remaining no . is divisible by 14,c,general, 3 , 5 , 6 , 8 , 9 
8090,"in a survey of parents , exactly 5 / 6 of the mothers and 3 / 4 of the fathers held full - time jobs . if 60 percent of the parents surveyed were women , what percent of the parents did not hold full - time jobs ?",d,general, 12 % , 15 % , 18 % , 20 % , 25 % 
8091,"the ratio w , by volume of soap to alcohol to water in a 76 litre solution is 2 : 50 : 100 . the solution is then altered by adding more soap , alcohol and water . after this alteration the ratio , by volume of soap to water in the solution doubles whereas the ratio , by volume of soap to water remains the same as before . what could be the resulting volume .",c,general, 79 litres , 78 litres , 77 litres , 152 liters , 304 litres 
8092,"jaime earned enough money by selling seashells at 35 cents each to buy several used paperback books at 55 cents each . if he spent all of the money he earned selling seashells to buy the books , what is the least number of seashells he could have sold ?",d,general, 5 , 11 , 17 , 22 , 30 
8093,"a manufacturer produces a certain men ' s athletic shoe in integer sizes from 8 to 17 . for this particular shoe , each unit increase in size corresponds to a 1 / 5 - inch increase in the length of the shoe . if the largest size of this shoe is 40 % longer than the smallest size , how long , in inches , is the shoe in size 15 ?",b,general, 5.4 , 5.9 , 6.3 , 6.7 , 7.5 
8094,"the average salary / head of allthe workers in a workshop is rs . 850 , if the average salary / head of 7 technician is rs . 1000 and the average salary / head of the rest is rs . 780 , the total no . of workers in the work - shop is ?",c,general, 18 , 20 , 22 , 24 , 26 
8095,15 people went to a hotel for combine dinner party 10 of them spent rs . 50 each on their dinner and rest spent 4 more than the average expenditure of all the 15 . what was the total money spent by them .,c,general, 1628.4 , 1534 , 780 , 1496 , none of these 
8096,"if p / q = 4 / 5 , then the value of 1 / 7 + { ( 2 q - p ) / ( 2 q + p ) } is ?",a,general, 4 / 7 , 34 , 1 , 2 , 3 
8097,"when a natural number n is successively divided by 1020 , 3040 . the remainders are 5060 , 7080 . what will be the sum of the remainders if the order of the division is reversed ?",c,general, 16 , 14 , 28 , 11 , 9 
8098,in the land of oz only one or two - letter words are used . the local language has 68 different letters . the parliament decided to forbid the use of the seventh letter . how many words have the people of oz lost because of the prohibition ?,e,general, 65 , 66 , 67 , 131 , 136 
8099,"if the sales tax be reduced from 4 ( 1 / 3 ) % to 2 ( 1 / 2 ) % , then what difference does it make to a person who purchases a bag with marked price of rs . 8000 ?",b,general, 146.69 , 146.66 , 146.62 , 146.61 , 146.6 
8100,how many positive 3 - digit integers are divisible by both 3 and 7 ?,a,general, 43 , 45 , 47 , 50 , 52 
8101,"the average of 50 numbers id 62 . if two numbers , namely 45 and 55 are discarded , the average of the remaining numbers is :",e,general, 22.3 , 33.2 , 22.2 , 51.3 , 62.5 
8102,what is the unit digit of ( 6 ! * 6 ! / 6 ! * 3 ! ) ?,a,general, 0 , 1 , 2 , 3 , 4 
8103,"mona and donald fly to rome for the weekend . they take cash only in notes of $ 10 and notes of € 10 . mona carries 3 times the amount of euros donald carries . she also carries as many dollars as donald carries . the number of € 10 notes they take is double the number of $ 10 notes they take . if donald carries a total of 39 notes ( of either $ 10 or € 10 , ) then what is the total number of notes ( of either $ 10 or € 10 , ) they take ?",a,general, 130 , 80 , 100 , 120 , 150 
8104,"in the faculty of reverse - engineering , 350 second year students study numeric methods , 250 second year students study automatic control of airborne vehicles and 100 second year students study them both . how many students are there in the faculty if the second year students are approximately 25 % of the total ?",d,general, 1800 , 1900 , 2100 , 2000 , 2200 
8105,how many numbers from 39 to 79 are exactly divisible by 11 ?,c,general, 5 , 7 , 4 , 11 , 12 
8106,"in the coordinate plane , points ( x , 1 ) and ( 12 , y ) are on line k . if line k passes through the origin and has slope 1 / 2 , then x + y =",c,general, 4.5 , 7 , 8 , 11 , 12 
8107,when a number is divided by 6 & then multiply by 12 the answer is 8 what is the no . ?,e,general, 4.5 , 5 , 5.5 , 5.8 , 4 
8108,"in one year , the population , of a village increased by 30 % and in the next year , it decreased by 30 % . if at the end of 2 nd year , the population was 13650 , what was it in the beginning ?",c,general, 7787 , 8000 , 15000 , 1277 , 2081 
8109,"the least number , which when divided by 48,60 , 72,108 and 140 leaves 38,50 , 62,98 and 130 as remainder respectively , is :",b,general, 11115 , 15110 , 15120 , 15210 , 12510 
8110,"company c sells a line of 25 products with an average retail price of $ 1,200 . if none of these products sells for less than $ 400 , and exactly 12 of the products sell for less than $ 1,000 , what is the greatest possible selling price of the most expensive product ?",d,general, 10, 11.0 , 12, 13, 14
8111,"drum x is 1 / 2 full of oil and drum y , which has twice the capacity of drum x , is 1 / 2 full of oil . if all of the oil in drum x is poured into drum y , then drum y will be filled to what capacity ?",b,general, 2 / 3 , 3 / 4 , 4 / 5 , 5 / 6 , 7 / 8 
8112,the average weight of 8 people increases by 2.5 kg when a new person comes in place of one of them weighing 45 kg . what is the weight of the new person ?,d,general, 75 kg , 85 kg , 95 kg , 65 kg , 55 kg 
8113,"average of 10 matches is 32 , how many runs one should should score to increase his average by 3 runs .",a,general, a ) 65 , b ) 76 , c ) 78 , d ) 80 , e ) 88 
8114,"running at their respective constant rate , machine x takes 2 days longer to produce w widgets than machines y . at these rates , if the two machines together produce 5 w / 4 widgets in 3 days , how many days would it take machine x alone to produce 3 w widgets .",c,general, 4 , 6 , 18 , 10 , 12 
8115,find a sum for 1 st 7 prime number ' s ?,c,general, 25 , 28 , 58 , 34 , 36 
8116,what is the smallest of 6 consecutive odd integers whose average ( arithmetic mean ) is b + 2 ?,a,general, b - 3 , b - 6 , b - 1 , b , b + 1 
8117,"on thursday mabel handled 90 transactions . anthony handled 10 % more transactions than mabel , cal handled 2 / 3 rds of the transactions that anthony handled , and jade handled 19 more transactions than cal . how much transactions did jade handled ?",e,general, 80 , 81 , 82 , 83 , 85 
8118,"employees of a certain company are each to receive a unique 8 - digit identification code consisting of the digits 0 , 1 , 2 , 3 , 4 , 5 , 6 , and 7 such that no digit is used more than once in any given code . in valid codes , the second digit in the code is exactly twice the first digit . how many valid codes are there ?",c,general, 1220 , 1840 , 2160 , 2480 , 2760 
8119,"if x is 13 percent greater than 80 , then x =",b,general, 88.8 , 90.4 , 88.0 , 70.9 , 71.2 
8120,"an integer n between 1 and 99 , inclusive , is to be chosen at random . what is the probability that n ( n + 1 ) will be divisible by 3 ?",d,general, 1 / 9 , 1 / 3 , 1 / 2 , 2 / 3 , 5 / 6 
8121,how many numbers from 10 to 40 are exactly divisible by 3 ?,d,general, 13 , 15 , 16 , 10 , 18 
8122,in the land of oz only one or two - letter words are used . the local language has 64 different letters . the parliament decided to forbid the use of the seventh letter . how many words have the people of oz lost because of the prohibition ?,e,general, 65 , 66 , 67 , 131 , 128 
8123,"the average of 6 no . ' s is 3.95 . the average of 2 of them is 4.4 , while the average of theother 2 is 3.85 . what is the average of the remaining 2 no ' s ?",c,general, 4.2 , 4.4 , 3.6 , 5.6 , 5.7 
8124,the price of a cycle is reduced by 25 per cent . the new price is reduced by a further 30 per cent . the two reductions together are equal to a single reduction of,b,general, 45 % , 47.5 % , 35 % , 32.5 % , 30 % 
8125,"# p is defined as 2 p + 20 for any number p . what is p , if # ( # ( # p ) ) = 12 ?",a,general, – 16 , – 44 , 10 , 16 , 18 
8126,"when positive integer n is divided by positive integer j , the remainder is 14 . if n / j = 134.08 , what is value of j ?",e,general, 22 , 56 , 78 , 112 , 175 
8127,"a seller of used cars has 10 cars to sell and each of his clients selected 2 cars that he liked most . if each car was selected exactly thrice , how many clients visited the garage ?",c,general, 8 , 10 , 15 , 14 , 16 
8128,"the average age of a family of 6 members is 34 years . if the age of the youngest member is 7 years , what was the average age of the family at the birth of the youngest member ?",e,general, 15 , 18 , 21 , 12 , 27 
8129,"the average salary of 15 people in the shipping department at a certain firm is $ 20,000 . the salary of 5 of the employees is $ 20,000 each and the salary of 4 of the employees is $ 16,000 each . what is the average salary of the remaining employees ?",e,general, $ 19, $ 18, $ 18, $ 15, $ 22
8130,find the value of x in ( x / 5 ) + 3 = 4 .,e,general, 1 , 2 , 3 , 4 , 5 
8131,"what is the least number should be added to 1056 , so the sum of the number is completely divisible by 26 ?",a,general, 10 , 20 , 30 , 40 , 50 
8132,"what is the smallest number which , when increased by 5 , is divisible by 7 , 8 , and 24 ?",d,general, 148 , 153 , 158 , 163 , 168 
8133,"abi decided to save a certain amount of her monthly salary each month and her salary was unchanged from month to month . if abi ' s savings by the end of the year from these monthly savings were 6 times the amount she spent per month , what should be the fraction of her salary that she spent each month ?",c,general, 6 / 9 , 5 / 3 , 2 / 3 , 4 / 3 , 5 / 3 
8134,"3 people who work full - time are to work together on a project , but their total time on the project is to be equivalent to that of only one person working full - time . if one of the people is budgeted for 1 / 2 of his time to the project and a second person for 1 / 3 of her time , what part of the third worker ' s time should be budgeted to this project ?",a,general, 1 / 3 , 1 / 4 , 1 / 6 , 1 / 8 , 1 / 9 
8135,the population of bacteria culture doubles every 2 minutes . approximately how many minutes will it take for the population to grow from 1000 to 500000 bacteria ?,d,general, 10 , 12 , 14 , 18 , 20 
8136,"a envelop weight 8.5 gm , if 880 of these envelop are sent with an advertisement mail . how much wieght ?",c,general, 6.6 kg , 6.8 kg , 7.48 kg , 6.9 kg , 7.8 kg 
8137,"company z has 53 employees . if the number of employees having birthdays on wednesday is more than the number of employees having birthdays on any other day of the week , each of which have same number of birth - days , what is the minimum number of employees having birthdays on wednesday .",d,general, 6 , 7 , 8 , 11 , 12 
8138,"the average weight of 20 persons sitting in a boat had some value . a new person added to them whose weight was 50 kg only . due to his arrival , the average weight of all the persons decreased by 5 kg . find the average weight of first 20 persons ?",a,general, 55 , 56 , 57 , 58 , 59 
8139,"if 2 is one solution of the equation x ^ 2 + 3 x + k = 10 , where k is a constant , what is the other solution ?",c,general, - 7 , - 4 , - 5 , 1 , 6 
8140,"what is the least value of x , so that 2 x 5452 is divisible by 9",e,general, 7 , 8 , 9 , 3 , 0 
8141,"in a school with 5 classes , each class has 2 students less than the previous class . how many students are there in the largest class if the total number of students at school is 120 ?",d,general, 25 , 26 , 27 , 28 , 29 
8142,"when positive integer n is divided by positive integer p , the quotient is 18 , with a remainder of 7 . when n is divided by ( p + 2 ) , the quotient is 15 and the remainder is 1 . what is the value of n ?",a,general, 151 , 331 , 511 , 691 , 871 
8143,the average salary of all the workers in a workshop is rs . 8000 . the average salary of 7 technicians is rs . 12000 and the average salary of the rest is rs . 6000 . how many workers are there in the workshop ?,a,general, 21 , 22 , 23 , 24 , 25 
8144,40 liters of a mixture is created by mixing liquid p and liquid q in the ratio 5 : 3 . how many liters of liquid q must be added to make the ratio 5 : 6 ?,e,general, 5 , 8 , 10 , 12 , 15 
8145,the digital sum of a number is the sum of its digits . for how many of the positive integers 24 - 100 inclusive is the digital sum a multiple of 7 ?,b,general, 7 , 11 , 14 , 16 , 20 
8146,"a sum of money is to be distributed among a , b , c , d in the proportion of 5 : 2 : 4 : 3 . if c gets $ 500 more than d , what is d ' s share ?",c,general, $ 1000 , $ 1200 , $ 1500 , $ 1800 , $ 2000 
8147,what is 2 2 / 3 - 1 1 / 4 divided by 1 / 2 - 1 / 5 ?,e,general, 17 / 36 , 36 / 17 , 17 / 6 , 17 / 4 , 85 / 18 
8148,what is the greatest positive integer x such that 4 ^ x is a factor of 64 ^ 10 ?,e,general, 5 , 9 , 10 , 20 , 30 
8149,9.009 / 2.002 =,e,general, 4.05 , 4.50045 , 4.501 , 4.5045 , 4.5 
8150,"if 45 - [ 28 - { 37 - ( 15 - * ) } ] = 59 , then * is equal to :",c,general, - 29 , - 19 , 20 , 29 , 39 
8151,find the total number of prime factors in the expression ( 4 ) 11 x ( 7 ) 5 x ( 11 ) 2 .,b,general, 22 , 29 , 19 , 5 , 2 
8152,the average salary of workers in an industry is rs . 300 the average salary of technicians being rs . 400 and that of non - technicians being rs . 125 . what is the total number of workers ?,b,general, 230 , 234 , 250 , 547 , 484 
8153,"if n is a natural number , t hen 6 n ^ 2 + 6 n is always divisible by ?",b,general, 6 only , 6 and 12 , 12 only , 18 only , 20 only 
8154,a man can buy a new house in 4 years with all of his earnings . but he spend the same amount in household expenses in 8 years and for savings in 12 years . how many time needed for buying the house ?,e,general, 12 , 20 , 30 , 15 , 24 
8155,what is the least whole number that should be added to 784839 if it is to be divisible by 10 ?,c,general, 3 , 2 , 1 , 5 , 6 
8156,how many positive integers less than 254 are multiple of 4 but not multiples of 6 ?,d,general, 20 , 31 , 42 , 43 , 64 
8157,how many 4 - digit numerals begin with a digit that represents a prime and end with a digit that represents a prime number ?,a,general, 1600 , 80 , 160 , 180 , 240 
8158,andy solves problems 80 to 125 inclusive in a math exercise . how many problems does he solve ?,d,general, 53 , 52 , 51 , 46 , 49 
8159,"set a of 8 positive integers may have the same element and have 39 . and set b of 8 positive integers must have different elements and have 39 . when m and n are the greatest possible differences between 39 and other elements ’ sums in set a and set b , respectively , m - n = ?",c,general, 20 , 23 , 21 , 25 , 26 
8160,find the value of 1.5 x [ ( 3.6 x 0.48 x 2.50 ) / ( 0.12 x 0.09 x 0.5 ) ],d,general, 800 , 500 , 900 , 1200 , none 
8161,by how much does the larger root of the equation 2 z ^ 2 + 5 z = 12 exceed the smaller root ?,e,general, 5 / 2 , 10 / 3 , 7 / 2 , 14 / 3 , 11 / 2 
8162,". star question : if f ( 1 ) = 4 and f ( x + y ) = f ( x ) + f ( y ) + 7 xy + 4 , then f ( 2 ) + f ( 5 ) = ?",a,general, 125 , 977 , 289 , 1077 , 111 
8163,"a man saves 30 % of his monthly salary . if an account of dearness of things he is to increase his monthly expenses by 30 % , he is only able to save rs . 300 per month . what is his monthly salary ?",b,general, rs . 4000 , rs . 3750 , rs . 5000 , rs . 5500 , rs . 6500 
8164,"the probability that a man will be alive for 10 more yrs is 1 / 3 & the probability that his wife will alive for 10 more yrs is 5 / 8 . the probability that none of them will be alive for 10 more yrs , is",b,general, 1 / 8 , 1 / 4 , 2 / 3 , 3 / 4 , 2 
8165,"the average ( arithmetic mean ) of 20 , 40 , and 60 is 8 more than the average of 10 , 70 , and what number ?",a,general, 16 , 25 , 35 , 45 , 55 
8166,"for any integer k greater than 1 , the symbol k * denotes the product of all the fractions of the form 1 / t , where t is an integer between 1 and k , inclusive . what is the value of 1 * / 4 * ?",a,general, 5 , 5 / 4 , 4 / 5 , 1 / 4 , 1 / 5 
8167,"a cement mixture is composed of 3 elements . by weight , 1 / 5 of the mixture is sand , 3 / 4 of the mixture is water , and the remaining 6 pounds of the mixture is gravel . what is the weight of the entire mixture in pounds ?",b,general, 100 , 120 , 130 , 140 , 150 
8168,"for each month of a given year except december , a worker earned the same monthly salary and donated one - tenth of that salary to charity . in december , the worker earned n times his usual monthly salary and donated one - fifth of his earnings to charity . if the worker ' s charitable contributions totaled one - nineth of his earnings for the entire year , what is the value of n ?",e,general, 8 / 5 , 5 / 2 , 3 , 11 / 3 , 22 
8169,a die is rolled twice . what is the probability of getting a sum equal to 9 ?,d,general, 2 / 9 , 5 / 7 , 1 / 7 , 1 / 9 , 3 / 7 
8170,"if xy > 0 , 1 / x + 1 / y = 2 , and 1 / xy = 8 , then ( x + y ) / 4 = ?",a,general, 1 / 16 , 1 / 6 , 1 / 5 , 5 , 6 
8171,"the difference in compound interest earned on a deposit ( compounded annually ) in year 1 and year 2 is $ 40 . had the interest rate been 3 times its present value , the difference a would have been how much ?",d,general, 40 / 3 , 40 , 120 , 360 , 420 
8172,"an amount of rs . 3120 was divided among a , b and c , in the ratio 1 / 2 : 1 / 3 : 1 / 4 . find the share of a ?",d,general, 1320 , 1196 , 1210 , 1440 , 1050 
8173,a number when divided by 5 gives a number which is 8 more than the remainder obtained on dividing the same number by 34 . such a least possible number k is,b,general, 74 , k = 75 , k = 175 , k = 680 , 690 
8174,find 12 × × 19,b,general, 238 , 228 , 208 , 277 , 101 
