,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
3880,convert 600 miles into meters ?,c,physics, 784596 , 845796 , 965604 , 784596 , 864520 
3881,"six bells commence tolling together and toll at intervals of 2 , 4 , 6 , 8 10 and 12 seconds respectively . in 50 minutes , how many times do they toll together ?",e,physics, 4 , 10 , 15 , 16 , 26 
3882,"the area of a square field 3136 sq m , if the length of cost of drawing barbed wire 3 m around the field at the rate of rs . 2.0 per meter . two gates of 1 m width each are to be left for entrance . what is the total cost ?",b,physics, s . 1014 , s . 1332 , s . 999 , s . 1085 , s . 1020 
3883,car a runs at the speed of 50 km / hr and reaches its destination in 8 hours . car b runs at the speed of 60 km / h and reaches its destination in 4 hours . what is the ratio of distances covered by car a and car b ?,d,physics, 3 : 7 , 4 : 9 , 13 : 7 , 5 : 3 , 6 : 11 
3884,johnny travels a total of one hour to and from school . on the way there he jogs at 5 miles per hour and on the return trip he gets picked up by the bus and returns home at 21 miles per hour . how far is it to the school ?,c,physics, 2 miles , 4 miles , 6.5 miles , 8 miles , 10 miles 
3885,"a person can swim in still water at 8 km / h . if the speed of water 4 km / h , how many hours will the man take to swim back against the current for 8 km ?",a,physics, 2 , 4 , 5 , 6 , 7 
3886,"two pipes p and q can fill a cistern in 10 and 15 minutes respectively . both are opened together , but at the end of 4 minutes the first is turned off . how many more minutes will it take for the cistern to fill after the first pipe is turned off ?",d,physics, 3.5 , 4 , 4.5 , 5 , 5.5 
3887,express 20 mps in kmph ?,d,physics, 23 , 88 , 90 , 72 , 21 
3888,a large tanker can be filled by two pipes a and b in 60 and 40 minutes respectively . how many minutes will it take to fill the tanker from empty state if b is used for half the time and a and b fill it together for the other half ?,a,physics, 30 , 15 , 20 , 25 , 50 
3889,a cistern 4 m long and 2 m wide contains water up to a depth of 1 m 25 cm . the total area of the wet surface is :,a,physics, 23 m 2 , 20 m 2 , 52 m 2 , 24 m 2 , 55 m 2 
3890,"jane makes toy bears . when she works with an assistant , she makes 62 percent more bears per week and works 10 percent fewer hours each week . having an assistant increases jane ’ s output of toy bears per hour by what percent ?",b,physics, 20 % , 80 % , 100 % , 180 % , 200 % 
3891,"a train travels from new york to chicago , a distance of approximately 480 miles , at an average rate of 40 miles per hour and arrives in chicago at 6 : 00 in evening , chicago time . at what hour in the morning , new york time , did the train depart for chicago ? ( note : chicago time is one hour earlier than new york time )",e,physics, 3 : 00 , 4 : 00 , 5 : 00 , 6 : 00 , 7 : 00 
3892,"if m is the set of all consecutive multiples of 9 between 100 and 500 , what is the median of m ?",c,physics, 300 , 301 , 301.5 , 302.5 , 306 
3893,a 300 meter long train crosses a platform in 42 seconds while it crosses a signal pole in 18 seconds . what is the length of the platform ?,e,physics, 99 , 289 , 350 , 882 , 400 
3894,john has rs 360 for his expenses . if he exceeds his days by 4 days he must cut down daily expenses by rs 3 . the number of days of john ' s tour program is,c,physics, 10 , 15 , 20 , 24 , 27 
3895,a train 110 meters long takes 6 seconds to cross a man walking at 5 kmph in the direction opposite to that of the train . find the speed of the train .,d,physics, 45 kmph , 50 kmph , 55 kmph , 61 kmph , 70 kmph 
3896,a train 360 m long is running at a speed of 72 km / hr . in what time will it pass a bridge 140 m long ?,c,physics, 40 sec , 29 sec , 25 sec , 27 sec , 34 sec 
3897,"if 20 typists can type 48 letters in 20 minutes , then how many letters will 30 typists working at the same rate complete in 1 hour ?",d,physics, 63 , 72 , 144 , 216 , 400 
3898,"a car traveling at a certain constant speed takes 15 seconds longer to travel 1 kilometer than it would take to travel 1 kilometer at 60 kilometers per hour . at what speed , in kilometers per hour , is the car traveling ?",a,physics, 48 , 50 , 52 , 54 , 56 
3899,a train 90 m long running at 56 kmph crosses a platform in 18 sec . what is the length of the platform ?,a,physics, 190 , 200 , 180 , 881 , 271 
3900,this topic is locked . if you want to discuss this question please re - post it in the respective forum . matt and peter can do together a piece of work in 20 days . after they have worked together for 12 days matt stops and peter completes the remaining work in 14 days . in how many days peter complete the work separately .,d,physics, 26 days , 27 days , 23 days , 35 days , 24 days 
3901,"a monkey ascends a greased pole 14 metres high . he ascends 2 metres in first minute and slips down 1 metre in the alternate minute . in which minute , he reaches the top ?",a,physics, 25 th , 22 nd , 23 rd , 24 th , none of these 
3902,"a man can row 4 kmph in still water . when the river is running at 1.8 kmph , it takes him 1 hour to row to a place and black . what is the total distance traveled by the man ?",b,physics, 7.13 , 6.19 , 4.12 , 3.19 , 4.21 
3903,if the wheel is 19 cm then the number of revolutions to cover a distance of 1156 cm is ?,d,physics, 11 , 14 , 18 , 10 , 19 
3904,"the commuter rail between scottsdale and sherbourne is 200 km of track , and one train makes a round trip in 5 hours . if harsha boards the train at the forest grove station , which is located one fifth of the track ' s length out from scottsdale , how long will it take her to get to sherbourne ?",d,physics, . 5 hours , 1 hour , 1.5 hours , 2 hours , 2.5 hours 
3905,"excluding stoppages , the speed of a train is 45 kmph and including stoppages it is 35 kmph . of how many minutes does the train stop per hour ?",d,physics, 73 , 83 , 12 , 13 , 28 
3906,"to asphalt 1 km road , 30 men spent 12 days working 8 hours per day . how many days , 20 men will spend to asphalt a road of 2 km working 10 hours a day ?",a,physics, 28.8 , 30 , 32 , 34 , 36 
3907,"two good train each 900 m long , are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 30 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one .",c,physics, 12.2 sec , 24.9 sec , 86.4 sec , 60.2 sec , none 
3908,"pascal has 96 miles remaining to complete his cycling trip . if he reduced his current speed by 4 miles per hour , the remainder of the trip would take him 16 hours longer than it would if he increased his speed by 50 % . what is his current speed w ?",b,physics, 6 , 8 , 10 , 12 , 16 
3909,"pascal has 96 miles remaining to complete his cycling trip . if he reduced his current speed by 4 miles per hour , the remainder of the trip would take him 16 hours longer than it would if he increased his speed by 50 % . what is his current speed x ?",b,physics, 6 , 8 , 10 , 12 , 16 
3910,"a train 200 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is ?",c,physics, 28 , 50 , 77 , 22 , 12 
3911,"if there are 156 laborers in a crew , and on a certain day , 70 were present . calculate the percentage that showed up for work ? ( round to the nearest tenth ) .",e,physics, 45.9 % , 43.9 % , 42.9 % , 41.9 % , 44.9 % 
3912,a work can be finished in 16 days by 30 women . the same work can be finished in 10 days by sixteen men . the ratio between the capacity of a man and a woman is,a,physics, 3 : 1 , 4 : 3 , 2 : 3 , 2 : 1 , 2 : 4 
3913,"length of a rectangular plot is 12 mtr more than its breadth . if the cost of fencing the plot at 26.50 per meter is rs . 5300 , what is the length of the plot in mtr ?",a,physics, 56 m', 60 m', 80 m', 82 m', 84 m'] 
3914,"what is the length of a bridge ( in meters ) , which a train 140 meters long and travelling at 45 km / h can cross in 30 seconds ?",c,physics, 205 , 220 , 235 , 250 , 265 
3915,"a train crosses a platform of 140 m in 15 sec , same train crosses another platform of length 250 m in 20 sec . then find the length of the train ?",a,physics, 190 , 88 , 77 , 62 , 52 
3916,if the lcm and hcf of 4 and another number is 36 and 2 respectively . find the other number ?,a,physics, 18 , 16 , 14 , 13 , 15 
3917,"a can do a piece of work in 3 hours ; b and c together can do it in 2 hours , which a and c together can do it in 2 hours . how long will b alone take to do it ?",b,physics, 6 hours , 3 hours , 2 hours , 5 hours , 4 hours 
3918,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 9 hours and 16 hours respectively . the ratio of their speeds is ?",b,physics, 2 : 3 , 4 : 3 , 6 : 7 , 9 : 16 , 5 : 2 
3919,"john and steve are speed walkers in a race . john is 12 meters behind steve when he begins his final push . john blazes to the finish at a pace of 4.2 m / s , while steve maintains a blistering 3.7 m / s speed . if john finishes the race 2 meters ahead of steve , how long was john ’ s final push ?",e,physics, 13 seconds , 17 seconds , 26 seconds , 34 seconds , 28 seconds 
3920,a brick measures 20 cm * 10 cm * 7.5 cm how many bricks will be required for a wall 26 m * 2 m * 0.75 m ?,d,physics, 29798 , 27908 , 78902 , 26000 , 27991 
3921,a and b can do a piece of work in 6 2 / 3 days and 5 days respectively . they work together for 2 days and then a leaves . in how many days after that b will complete the work alone .,b,physics, 6 â ½ days , 1 â ½ days , 8 â ½ days , 5 â ½ days , 2 â ½ days 
3922,convert the 13 / 48 m / s into kilometers per hour ?,e,physics, 1.5 kmph . , 0.91 kmph . , 1.2 kmph . , 1.5 kmph . , 0.98 kmph . 
3923,at 6 ′ o a clock ticks 6 times . the time between first and last ticks is 25 seconds . how long does it tick at 12 ′ o clock,b,physics, 47 , 55 , 28 , 66 , 11 
3924,two men a and b start from place x walking at 4 ½ kmph and 5 ¾ kmph respectively . how many km apart they are at the end of 2 ½ hours if they are walking in the same direction ?,c,physics, 7 km , 6 km , 3 1 / 8 km , 9 km , 5 km 
3925,"if an object travels at 85 feet per second , how many feet does it travel in 30 minutes ?",d,physics, 3000 , 1500 , 1800 , 9000 , 2500 
3926,34 men can complete a piece of work in 18 days . in how many days will 17 men complete the same work ?,a,physics, 36 , 26 , 97 , 26 , 19 
3927,a train running at the speed of 52 km / hr crosses a pole in 9 seconds . find the length of the train ?,a,physics, 130 , 272 , 278 , 277 , 112 
3928,a train 360 m long is running at a speed of 90 km / hr . in what time will it pass a bridge 140 m long ?,d,physics, 40 sec , 29 sec , 26 sec , 20 sec , 34 sec 
3929,"bexy walks 5 miles from point a to point b in one hour , then bicycles back to point a along the same route at 15 miles per hour . ben makes the same round trip , but does so at half of bexy ’ s average speed . how many minutes does ben spend on his round trip ?",d,physics, 40 , 80 , 120 , 160 , 180 
3930,"natasha climbs up a hill , and descends along the same way she went up . it takes her 4 hours to reach the top and 2 hours to come back down . if her average speed along the whole journey is 4 kilometers per hour , what was her average speed ( in kilometers per hour ) while climbing to the top ?",c,physics, 2 , 2.5 , 3 , 3.25 , 3.5 
3931,"a start walking from a place at a uniform speed of 5 kmph in a particular direction . after half an hour , b starts from the same place and walks in the same direction as a at a uniform speed and overtakes a after 1 hour 48 minutes . find the speed of b .",b,physics, 4.7 kmph , 5.6 kmph , 4 kmph , 7 kmph , 5.3 kmph 
3932,"the length of the bridge , which a train 110 m long and traveling at 45 km / hr can cross in 30 sec is ?",e,physics, 377 , 367 , 237 , 245 , 265 
3933,if the wheel is 14 cm then the number of revolutions to cover a distance of 2904 cm is ?,b,physics, 22 , 33 , 17 , 12 , 88 
3934,"two spherical balls lie on the ground touching . if one of the balls has a radius of 6 cm , and the point of contact is 10 cm above the ground , what is the radius of the other ball ( in centimeters ) ?",e,physics, 12 , 16 , 20 , 24 , 30 
3935,a searchlight on top of the watch - tower makes 1 revolutions per minute . what is the probability that a man appearing near the tower will stay in the dark for at least 20 seconds ?,b,physics, 1 / 4 , 1 / 3 , 1 / 2 , 2 / 3 , 3 / 4 
3936,"a train crosses a platform of 150 m in 15 sec , same train crosses another platform of length 220 m in 18 sec . then find the length of the train ?",a,physics, 200 m , 180 m , 272 m , 210 m , 267 m 
3937,"working alone , a can complete a certain kind of job in 10 hours . a and d , working together at their respective rates , can complete one of these jobs in 5 hours . in how many hours can d , working alone , complete one of these jobs ?",b,physics, 9 , 10 , 11 , 12 , 13 
3938,a train 360 m long is running at a speed of 45 km / hr . in what time will it pass a bridge 160 m long ?,a,physics, 41.6 sec , 11 sec , 88 sec , 19 sec , 10 sec 
3939,"man can row upstream at 10 kmph and downstream at 20 kmph , and then find the speed of the man in still water ?",e,physics, 5 , 20 , 30 , 25 , 15 
3940,"sides of a rectangular park are in the ratio 4 : 3 and its area is 3750 sq m , the cost of fencing it at 50 ps per meter is ?",a,physics, s . 132.3 , s . 129 , s . 125 , s . 120 , s . 121 
3941,"by travelling at 80 kmph , a person reaches his destination on time . he covered two - third the total distance in one - third of the total time . what speed should he maintain for the remaining distance to reach his destination on time ?",b,physics, 25 kmph , 40 kmph , 35 kmph , 46 kmph , 50 kmph 
3942,"excluding stoppages , the speed of a bus is 50 kmph and including stoppages , it is 42 kmph . for how many minutes does the bus stop per hour ?",d,physics, 10 min , 7 min , 8.2 min , 9.6 min , 40 min 
3943,"a clock shows the time as 9 a . m . if the minute hand gains 5 minutes every hour , how many minutes will the clock gain by 5 p . m . ?",d,physics, 30 min , 35 min , 45 min , 40 min , 55 min 
3944,"a plant manager must assign 6 new workers to one of five shifts . she needs a first , second , and third shift , and two alternate shifts . each of the shifts will receive 2 new workers . how many different ways can she assign the new workers ?",d,physics, 24 , 27 , 33 , 45 , 54 
3945,"two cyclist start on a circular track from a given point but in opposite direction with speeds of 7 m / s and 8 m / s . if the circumference of the circle is 600 meters , after what time will they meet at the starting point ?",e,physics, 20 sec , 15 sec , 30 sec , 50 sec , 40 min 
3946,"two trains of length 100 m and 200 m are 100 m apart . they start moving towards each other on parallel tracks , at speeds 18 kmph and 72 kmph . in how much time will the trains cross each other ?",b,physics, 8 , 16 , 11 , 12 , 21 
3947,a can do a piece of work in 14 days . when he had worked for 2 days b joins him . if the complete work was finished in 8 days . in how many days b alone can finish the work ?,e,physics, 18 , 77 , 66 , 55 , 14 
3948,"to fill a tank , 42 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to two - fifths of its present ?",d,physics, 102 , 103 , 104 , 105 , 106 
3949,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 9 hours and 16 hours respectively the ratio of their speeds is",b,physics, 2 : 3 , 4 : 3 , 6 : 7 , 9 : 16 , none 
3950,"pipe a can fill a tank in 5 hr , pipe b in 10 hr and pipe c in 30 hr . if all the pipes are open in how many hours will tank be filled ?",c,physics, 1 hr , 2 hr , 3 hr , 4 hr , 5 hr 
3951,a pipe takes a hours to fill the tank . but because of a leakage it took 5 times of its original time . find the time taken by the leakage to empty the tank,e,physics, 50 min , 60 min , 90 min , 80 min , 75 min 
3952,sandy walked 20 meters towards south . then sandy turned to her left and walked 20 meters . she then turned to her left and walked 20 meters . she then turned to her right and walked 20 meters . what distance is she from the starting point and in which direction ?,d,physics, 20 m east , 40 m north , 30 m west , 40 m east , 20 m west 
3953,"a wooden box of dimensions 8 m x 7 m x 6 m is to carry rectangularboxes of dimensions 4 cm x 7 cm x 6 cm . the maximum number ofboxes that can be carried in the wooden box , is",d,physics, 9800000 , 1000000 , 7500000 , 2000000 , none of these 
3954,a searchlight on top of the watch - tower makes 3 revolutions per minute . what is the probability that a man appearing near the tower will stay in the dark for at least 10 seconds ?,c,physics, 1 / 4 , 1 / 3 , 1 / 2 , 2 / 3 , 3 / 4 
3955,"the time it took car p to travel 750 miles was 2 hours less than the time it took car r to travel the same distance . if car p ’ s average speed was 10 miles per hour greater than that of car r , what was car r ’ s average speed , in miles per hour ?",b,physics, 40 , 56 , 60 , 70 , 80 
3956,"the sides of a rectangular field are in the ratio 3 : 4 . if the area of the field is 8112 sq . m , the cost of fencing the field @ 25 paise per metre is",d,physics, rs . 55.50 , rs . 67.50 , rs . 86.50 , rs . 91.00 , none of these 
3957,"a can complete a project in 20 days and b can complete the same project in 30 days . if a and b start working on the project together and a quits 5 days before the project is completed , in how many days will the project be completed ?",d,physics, 18 days , 27 days , 26.67 days , 15 days , 12 days 
3958,"sides of a rectangular park are in the ratio 3 : 2 and its area is 3750 sq m , the cost of fencing it at 90 ps per meter is ?",c,physics, 287 , 369 , 225 , 279 , 361 
3959,"in a 200 m race , a covers the distance in 45 seconds and b in 60 second . in this race a beats b by :",b,physics, 20 m , 50 m , 45 m , 60 m , none of these 
3960,"car a is 10 miles behind car b , which is traveling in the same direction along the same route as car a . car a is traveling at a constant speed of 58 miles per hour and car bis traveling at a constant speed of 50 miles per hour . how many hours will it take for car a to overtake and drive 8 miles ahead of car b ?",b,physics, 1.5 , 2.25 , 2.75 , 2.5 , 3.5 
3961,"in a 400 m race , a covers the distance in 60 seconds and b in 100 second . in this race a beats b by :",d,physics, 20 m , 125 m , 120 m , 160 m , none of these 
3962,"the h . c . f . of two numbers is 11 and their l . c . m . is 693 . if one of the number is 77 , find the other ?",b,physics, 88 , 99 , 76 , 55 , 66 
3963,"p , q and r can do a work in 6 , 9 and 12 days respectively . they completed the work and got rs . 195 . what is the share of p ?",d,physics, 80 , 70 , 85 , 90 , 95 
3964,speed of a boat in standing water is 11 kmph and speed of the stream is 2.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?,b,physics, 21.12 hours , 20.12 hours , 19.12 hours , 18.12 hours , 17.12 hours 
3965,a train 650 m long is running at a speed of 81 km / hr . in what time will it pass a bridge 340 m long ?,c,physics, 42 , 43 , 44 , 45 , 46 
3966,"how many bricks , each measuring 25 cm x 11 cm x 6 cm , will be needed to build a wall of 8 m x 1 m x 5 cm ?",c,physics, 5600 , 6000 , 242 , 7200 , 8600 
3967,a and b complete a work in 50 days . a alone can do it in 40 days . if both together can do the work in how many days ?,d,physics, 1.075 days , 0.185 days , 0.065 days , 0.045 days , 0.0775 days 
3968,"harry started a 7 - mile hike with a full 9 - cup canteen of water and finished the hike in 2 hours with 3 cup of water remaining in the canteen . if the canteen leaked at the rate of 1 cup per hour and harry drank 2 cups of water during the last mile , how many cups did he drink per mile during the first 6 miles of the hike ?",d,physics, 1 / 6 , 2 / 6 , 3 / 6 , 4 / 6 , 5 / 6 
3969,a can do a job in 15 days and b can do it in 30 days . a and b working together will finish twice the amount of work in - - - - - - - days ?,c,physics, 14 days , 16 days , 20 days , 11 days , 19 days 
3970,"the h . c . f . of two numbers is 12 and their l . c . m . is 600 . if one of the number is 120 , find the other ?",b,physics, 100 , 60 , 120 , 200 , 150 
3971,"the area of a square field 3136 sq m , if the length of cost of drawing barbed wire 3 m around the field at the rate of rs . 1.40 per meter . two gates of 1 m width each are to be left for entrance . what is the total cost ?",c,physics, 399 , 272 , 932.4 , 277 , 311 
3972,"it was calculated that 100 men could complete a piece of work in 20 days . when work was scheduled to commence , it was found necessary to send 50 men to another project . how much longer will it take to complete the work ?",b,physics, 45 days . , 40 days . , 38 days . , 35 days . , 30 days . 
3973,if a is thrice as fast as b and together can do a work in 15 days . in how many days a alone can do the work ?,b,physics, 36 , 20 , 28 , 54 , 45 
3974,a and b can finish a work 30 days if they work together . they worked together for 20 days and then b left . a finished the remaining work in another 20 days . in how many days a alone can finish the work ?,b,physics, 30 , 60 , 40 , 20 , 50 
3975,"in a lake , there is a patch of lily pads . every day , the patch doubles in size . it takes 39 days for the patch to cover the entire lake , how many days would it take the patch to cover half of the lake ?",d,physics, 36 , 2 ^ 4 * 3 , 24 , 38 , 47 
3976,"points a , b , c , and d , in that order , lie on a line . if ab = 2 cm , ac = 5 cm , and bd = 9 cm , what is cd , in centimeters ?",d,physics, 1 , 2 , 3 , 6 , 5 
3977,two trains 200 m and 800 m long run at the speed of 60 km / hr and 40 km / hr respectively in opposite directions on parallel tracks . the time which they take to cross each other is ?,c,physics, 10.6 , 10.9 , 36 , 10.8 , 10.1 
3978,"in a dairy farm , 40 cows eat 40 bags of husk in 40 days . in how many days one cow will eat one bag of husk ?",c,physics, 1 , 1 / 40 , 40 , 80 , 1 / 80 
3979,"a group of hikers is planning a trip that will take them up a mountain using one route and back down using another route . they plan to travel down the mountain at a rate of one and a half times the rate they will use on the way up , but the time each route will take is the same . if they will go up the mountain at a rate of 5 miles per day and it will take them two days , how many miles long is the route down the mountain ?",e,physics, 4 , 6 , 8 , 12 , 15 
3980,"40 litres of diesel is required to travel 600 km using a 800 cc engine . if the volume of diesel required to cover a distance varies directly as the capacity of the engine , then how many litres of diesel is required to travel 800 km using 1200 cc engine ?",a,physics, 80 litres , 90 litres , 120 litres , 170 litres , none of these 
3981,a and b go around a circular track of length 600 m on a cycle at speeds of 24 kmph and 60 kmph . after how much time will they meet for the first time at the starting point ?,d,physics, 120 sec , 176 sec , 178 sec , 180 sec , 189 sec 
3982,"a train speeds past a pole in 15 sec and a platform 150 m long in 25 sec , its length is ?",d,physics, 100 , 150 , 160 , 225 , 180 
3983,a train 275 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going ?,c,physics, 7 sec , 5 sec , 15 sec , 6 sec , 12 sec 
3984,"a company has two models of computers , model m and model n . operating at a constant rate , a model m computer can complete a certain task in 36 minutes and a model n computer can complete the same task in 18 minutes . if the company used the same number of each model of computer to complete the task in 1 minute , how many model m computers were used ?",a,physics, 12 , 11 , 10 , 9 , 8 
3985,"with both inlets open , a water tank will be filled with water in 24 minutes . the first inlet alone would fill the tank in 2 hours . if in every minutes the second inlet admits 50 cubic meters of water than the first , what is the capacity of the tank ?",a,physics, 2, 10, 11, 12, 13
3986,"if 4 men can colour 48 m long cloth in 2 days , then 6 men can colour 36 m long cloth in ?",a,physics, 1 day , 2 days , 3 days , 4 days , 5 days 
3987,a train running at 1 / 5 of its own speed reached a place in 20 hours . how much time could be saved if the train would have run at its own speed ?,d,physics, 8 hrs , 10 hrs , 12 hrs , 16 hrs , 6 hrs 
3988,"in one hour , a boat goes 15 km along the stream and 5 km against the stream . the speed of the boat in still water ( in km / hr ) is :",c,physics, 2 , 4 , 10 , 12 , 15 
3989,"if 10 spiders make 5 webs in 5 days , then how many days are needed for 1 spider to make 1 web ?",a,physics, 10 , 9 , 5 , 15 , 20 
3990,ram and shakil run a race of 2000 m . first ram gives shakil a start of 200 m and beats him by 1 minute . next ram gives shakil a start of 6 min and is beaten by 1000 meters . find the time in minutes in which ram and shakil can run the race seperately .,d,physics, 12.18 , 10.18 , 10.12 , 8.1 , 8.2 
3991,two airplanes take off from one airfield at noon . one flies due east at 204 miles per hour while the other flies directly northeast at 283 miles per hour . approximately how many miles apart are the airplanes at 2 p . m . ?,b,physics, 166 , 408 , 400 , 483 , 566 
3992,marla starts running around a circular track at the same time nick starts walking around the same circular track . marla completes 10 laps around the track per hour and nick completes 5 laps around the track per hour . how many minutes after marla and nick begin moving will marla have completed 4 more laps around the track than nick ?,b,physics, 5 , 48 , 12 , 15 , 20 
3993,a cube of side one meter length is cut into small cubes of side 5 cm each . how many such small cubes can be obtained ?,b,physics, 2878 , 8000 , 1000 , 2997 , 2701 
3994,a certain number of men can do a work in 40 days . if there were 5 men less it could be finished in 10 days more . how many men are there ?,b,physics, 15 men , 25 men , 18 men , 12 men , 14 men 
3995,a can do a job in 45 days and b can do it in 30 days . a and b working together will finish four times the amount of work in - - - - - - - days ?,e,physics, 30 days , 45 days , 80 days , 72 1 / 2 days , 72 days 
3996,14 men can complete a piece of work in 25 days . in how many days can 20 men complete that piece of work ?,c,physics, 27.5 days , 15.5 days , 17.5 days , 16.5 days , 18.5 days 
3997,"a train leaves mumabai at 9 am at a speed of 40 kmph . after one hour , another train leaves mumbai in the same direction as that of the first train at a speed of 50 kmph . when and at what distance from mumbai do the two trains meet ?",c,physics, 276 , 271 , 200 , 278 , 268 
3998,"if an object travels 300 feet in 5 seconds , what is the object ' s approximate speed in miles per hour ? ( note : 1 mile = 5280 feet )",d,physics, 39 , 38 , 40 , 41 , 34 
3999,"a alone can finish a work in 10 days which b alone can finish in 15 days . if they work together and finish it , then out of a total wages of rs . 3400 , a will get :",c,physics, rs . 1200 , rs . 1500 , rs . 2040 , rs . 2000 , none of these 
4000,the lcm of two numbers is 2310 and hcf is 83 . if one of the numbers is 210 . then what is the other number ?,a,physics, 913 , 825 , 330 , 582 , 465 
4001,"nhai employs 100 men to build a highway of 2 km in 50 days working 8 hours a day . if in 25 days , they completed 1 / 3 part of work . than how many more employees should nhai hire to finish it in time working 10 hours a day ?",b,physics, 55 , 60 , 70 , 50 , 65 
4002,a man is walking at a speed of 6 km per hour . after every km he takes rest for 6 minutes . how much time will he take to cover a distance of 12 km .,d,physics, 3 hr , 5 hr 42 min , 4 hrs . 10 min , 3 hr . 6 min , none of these 
4003,"if 36 men can do a piece of work in 25 hours , in how many hours will 10 men do it ?",e,physics, 22 , 38 , 60 , 88 , 90 
4004,x does a work in 15 days . y does the same work in 30 days . in how many days they together will do the same work ?,a,physics, 10 , 12 , 20 , 30 , 15 
4005,"two trains of equal lengths take 10 sec and 20 sec respectively to cross a telegraph post . if the length of each train be 120 m , in what time will they cross other travelling in opposite direction ?",b,physics, 16 sec , 13 sec , 17 sec , 21 sec , 23 sec 
4006,"a sum of 25 was paid for a work which a can do in 32 days , b in 20 days , b and c in 12 days and d in 24 days . how much did c receive if all the 4 work together ?",b,physics, 14 ⁄ 3 , 16 ⁄ 3 , 15 ⁄ 3 , 17 ⁄ 3 , none of these 
4007,a room 13 m 47 cm long and 7 m 77 cm broad is to be paved with square tiles . find the least number of square tiles required to cover the floor .,d,physics, 116636 , 116406 , 116647 , 116291 , 116675 
4008,let a be the event that a randomly selected two digit number is divisible by 2 and let b be the event that a randomly selected two digit number is divisible by 10 . what is p ( a and b ) ?,a,physics, 1 / 20 , 1 / 15 , 1 / 12 , 1 / 8 , 1 / 2 
4009,"a person travels equal distances with speeds of 50 km / hr , 100 km / hr and 120 km / hr and takes a total time of 23 minutes . the total distance is ?",b,physics, 15 km , 30 km , 45 km , 50 km , 60 km 
4010,"two pipes can fill the cistern in 10 hr and 12 hr respectively , while the third empty it in 25 hr . if all pipes are opened simultaneously , then the cistern will be filled in",b,physics, 7.5 hr , 6.98 hr , 8.5 hr , 10 hr , none of these 
4011,the inner circumference of a circle race track 18 m wide is 880 m . find the radius of the outer circle .,d,physics, 120 m', 145 m', 130 m', 140 m', 122 m'] 
4012,"the length of the bridge , which a train 130 meters long and travelling at 45 km / hr can cross in 30 seconds , is ?",c,physics, 288 , 266 , 245 , 277 , 211 
4013,"tom and john traveled in the same direction along the equal route at their constant speed rates of 15 km per hour and 10 km per hour , respectively . after 15 minutes tom passed john , tom reaches a certain gas station , how many t minutes it takes john to reach the station ?",c,physics, 5 min , 6 min , 7 and 1 / 2 min , 8 min , 10 min 
4014,"a can finish a work in 18 days and b can do the same work in 15 days . b worked for 10 days and left the job . in how many days , a alone can finish the remaining work ?",c,physics, 5 , 5 1 / 2 , 6 , 8 , none of these 
4015,"two trains of length 100 m and 200 m are 100 m apart . they start moving towards each other on parallel tracks , at speeds 72 kmph and 90 kmph . in how much time will the trains cross each other ?",b,physics, 80 / 8 , 80 / 9 , 80 / 5 , 80 / 3 , 80 / 1 
4016,mahesh can do a piece of work in 40 days . he works at it for 20 days and then rajesh finished it in 30 days . how long will y take to complete the work ?,e,physics, 45 , 25 , 37 , 41 , 60 
4017,a contractor undertakes to built a walls in 50 days . he employs 50 peoples for the same . however after 25 days he finds that only 40 % of the work is complete . how many more man need to be employed to complete the work in time ?,a,physics, 25 , 30 , 35 , 20 , none of these 
4018,convert 500 miles into meters ?,c,physics, 784596 , 845796 , 804670 , 784596 , 864520 
4019,"a work as fast as b . if b can complete a work in 36 days independently , the number of days in which a and b can together finish the work in ?",a,physics, 12 days , 3 days , 4 days , 5 days , 6 days 
4020,"a car covers a distance of 200 km in 2 hours 40 minutes , whereas a jeep covers the same distance in 2 hours . what is the ratio of t",a,physics, 3 : 4 , 4 : 3 , 4 : 5 , 5 : 4 , 8 : 7 
4021,"pipe a fills a tank of capacity 850 liters at the rate of 40 liters a minute . another pipe b fills the same tank at the rate of 30 liters a minute . a pipe at the bottom of the tank drains the tank at the rate of 20 liters a minute . if pipe a is kept open for a minute and then closed and pipe b is open for a minute and then closed and then pipe c is open for a minute and then closed and the cycle is repeated , when will the tank be full ?",b,physics, 42 minutes , 51 minutes , 39 minutes , 40 minutes 20 seconds , none of these 
4022,tap a runs 3 liters of water per minute into a bucket that has a total volume of 36 liters . tap b fills a third of the bucket in 20 mins . working together how long will it take both taps to fill the bucket ?,a,physics, 10 minutes , 1.5 hours , 9 hours and 12 minutes , 15 hours , 1 hour and 48 minutes . 
4023,convert 150 inches into centimeter ?,b,physics, 312 cm , 381 cm , 350 cm , 310 cm , 354 cm 
