,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1072,"a sporting good store sells one type of baseball bat and one type of baseball . the cost for 2 bats and 4 balls is $ 220 . the cost for 1 bat and 6 balls is $ 190 , as well . if someone were to buy an equal number of bats and balls , at most how many bats can he purchase if he has a budget of $ 270 for the purchase ?",c,geometry, 1 , 2 , 3 , 4 , 5 
1073,two equal triangles constitute rhombus a . if the diagonals of rhombus are 15 cm and 20 cm long . what is the area of each triangle ?,c,geometry, 300', 150', 75', 40', 20'] 
1074,"if the side length of square b is four times that of square a , the area of square b is how many times the area of square a ?",b,geometry, 20', 16', 12', 8', 4'] 
1075,"a lady grows cabbage in her garden that is in the shape of a square . each cabbage takes 1 square foot of area in her garden . this year , she has increased her output by 211 cabbages when compared to last year . the shape of the area used for growing the cabbage has remained a square in both these years . how many cabbages did she produce this year ?",a,geometry, 11236', 11025', 14400', 12696', can not be determined'] 
1076,"the area of a square is added to one of its sides , and the perimeter is then subtracted from this total , the result is 4 . what is the length of one side ?",b,geometry, 5', 4', 3', 2', 1'] 
1077,the circumferences of two circles are 264 meters and 704 meters . find the difference between the areas of the larger and the smaller circles ?,b,geometry, 29960 sq m , 33880 sq m , 43120 sq m , 27680 sq m , 12786 sq m 
1078,"the area of rectangular field is 460 square metres . if the length is 15 per cent more than the breadth , what is the breadth of the rectangular field ?",e,geometry, 15 metres', 26 metres', 34.5 metres', can not be determined', none of these'] 
1079,"the width of a rectangle is 10 mtr and its area is 150 square meter . if length of the rectangle is increased , then its new area is 1 ( 1 / 3 ) times of the original area . what is the new perimeter of the rectangle ?",d,geometry, 45', 54', 67', 60', 69'] 
1080,the side of a square is increased by 40 % then how much % does its area increases ?,a,geometry, 96 , 56.25 , 50.75 , 42.75 , 52.75 
1081,"if a square mirror has a 20 - inch diagonal , what is the approximate perimeter w of the mirror , in inches ?",b,geometry, 40 , 60 , 80 , 100 , 120 
1082,the perimeter of an equilateral triangle is 45 . if one of the side is the side of an isoceles triangle of perimeter 40 then what is the lenght of base of isoceles triangle .,a,geometry, 10 units , 20 units , 30 units , 40 units , 15 units 
1083,a rectangular block 6 cm by 12 cm by 15 cm is cut up into an exact number of equal cubes . find the least possible number of cubes .,b,geometry, 30 , 40 , 10 , 20 , 50 
1084,"the circus sells two kinds of tickets : lower seats for $ 30 and upper seats for $ 20 . on a certain night , the circus sells 80 tickets and gets $ 2100 in revenue from the sales . how many tickets for lower seats did they sell ?",c,geometry, 40', 45', 50', 55', 60'] 
1085,the perimeter of one square is 48 cm and that of another is 28 cm . find the perimeter and the diagonal of a square which is equal in area to these two combined ?,d,geometry, 13 √ 4 , 13 √ 2 , 23 √ 2 , 13.9 √ 2 , 13 √ 9 
1086,"a box has 12 shapes ; 3 circles , 5 squares , and 4 triangles . how many groups of 3 shapes can be made with at least 1 triangle ?",c,geometry, 46', 64', 164', 146', 56'] 
1087,what is the smallest positive integer that can be multiplied by 605 to make it a perfect square ?,c,geometry, 2 , 3 , 5 , 7 , 11 
1088,"if each side of a square is increased by 50 % , the ratio of the area of the resulting square to the area of the given square is :",b,geometry, 5 : 4', 9 : 4', 4 : 5', 4 : 9', 1 : 2'] 
1089,the side of a rhombus is 25 m and length of one of its diagonals is 10 m . the area of the rhombus is ?,e,geometry, 244.85 , 224.95 , 244.85 , 224.95 , 244.95 
1090,"a metallic sheet is of rectangular shape with dimensions 52 m x 36 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m 3 ) is :",e,geometry, 4830 , 5120 , 6420 , 7500 , 5760 
1091,"the length of a rectangular plot is thrice its breadth . if the area of the rectangular plot is 588 sq m , then what is the breadth of the rectangular plot ?",e,geometry, 16 , 17 , 18 , 19 , 14 
1092,a sixth grade teacher asked her students to draw rectangles with positive integer length and a perimeter of 42 . the difference between the largest and smallest possible ares of the rectangles that the students could have come up with is ?,e,geometry, 50 sq units', 60 sq units', 70 sq units', 80 sq units', 90 sq units'] 
1093,"obra drove 200 π meters along a circular track . if the area enclosed by the circular track on which she drove is 57,600 π square meters , what percentage of the circular track did obra drive ?",c,geometry, 6.67 % , 12.5 % , 41.66 % , 25 % , 33.3 % 
1094,"obra drove 180 π meters along a circular track . if the area enclosed by the circular track on which she drove is 57,600 π square meters , what percentage of the circular track did obra drive ?",a,geometry, 37.5 % , 12.5 % , 18.75 % , 25 % , 33.3 % 
1095,"the length of a rectangle is twice its breadth . if its length is decreased by 5 cm and breadth is increased by 5 cm , the area of the rectangle is increased by 75 sq . cm . what is the length of the rectangle",c,geometry, 18 cm , 16 cm , 40 cm , 20 cm , 28 cm 
1096,"if a square mirror has a 20 - inch diagonal , what is the approximate perimeter q of the mirror , in inches ?",b,geometry, 40 , 60 , 80 , 100 , 120 
1097,the diagonals of a rhombus are 15 cm and 21 cm . find its area ?,e,geometry, 277 , 266 , 150 , 288 , 157.5 
1098,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 5 inches by 24 inches and jordan ' s rectangle is 4 inches long , how wide is jordan ' s rectangle , in inches ?",d,geometry, 25 , 23 , 32 , 30 , 18 
1099,"a rectangular room has the rectangular shaped rug shown as above figure such that the rug ’ s area is 180 square feet and its length is 8 feet longer than its width . if the uniform width between the rug and room is 8 feet , what is the area of the region uncovered by the rug ( shaded region ) , in square feet ?",c,geometry, 32', 36', 704', 46', 104'] 
1100,the area of a right triangle pcm is 18 . length of smallest side cm is 3 units . find the length of the other two sides .,d,geometry, 12 , 18 , 15.16 , 12 , 12 
1101,there is a square with sides of 9 . what is the area of the biggest circle that can be cut out of this square ?,b,geometry, 72.83 , 63.62 , 81 , 254.47 , 100 
1102,what is the % change in the area of a rectangle when its length increases by 20 % and its width decreases by 20 % ?,d,geometry, 0 % , 20 % increase , 20 % decrease , 4 % decrease , insufficient data 
1103,"the surface area of a sphere is 4 π r 2 , where r is the radius of the sphere . if the area of the base of a hemisphere is 3 , what is the surface area w of that hemisphere ?",d,geometry, 6 / π , 9 / π , 6 , 9 , 12 
1104,"if the sum of a number and its square is 132 , then what is the number ?",b,geometry, 10 , 11 , 12 , 13 , 14 
1105,what is the smallest number by which 3600 be divided to make it a perfect cube ?,d,geometry, 9', 50', 300', 450', 550'] 
1106,"radius of a circle is 5 cm , if we draw a rectangle of maximum size , what is the area of rectangle ?",c,geometry, 30', 40', 50', 60', 70'] 
1107,what is the area of a square field whose diagonal of length 40 m ?,e,geometry, 287 , 269 , 750 , 200 , 800 
1108,find the area of a rhombus one side of which measures 20 cm and one diagonal is 28 cm .,d,geometry, 200 cm 2', 300 cm 2', 400 cm 2', 448 cm 2', 100 cm 2'] 
1109,"the area of a triangle will be when a = 1 m , b = 1 m , c = 2 m , a , b , c being lengths of respective sides ?",a,geometry, 2 , 7 , 5 , 3 , 4 
1110,50 square stone slabs of equal size were needed to cover a floor area of 98 sq . m . find the length of each stone slab ?,a,geometry, 140 cm , 767 cm , 88 cm , 666 cm , 776 cm 
1111,"10 meters of wire is available to fence off a flower bed in the form of a circular sector . what must the radius of the circle in meters be , if we wish to have a flower bed with the greatest possible surface area ?",a,geometry, 5 / 2 , 2 √ 5 , 5 , 4 √ 2 , none of these 
1112,"if paint costs $ 3.20 per quart , and a quart covers 60 square feet , how much will it cost to paint the outside of a cube 10 feet on each edge ?",b,geometry, $ 1.60 , $ 32.00 , $ 96.00 , $ 108.00 , $ 196.00 
1113,if the radius of a circle is increased by 50 % then the area is increased by :,b,geometry, 44 % , 125 % , 144 % , 40 % , none of the above 
1114,the perimeter of a square is 28 cm . what is the perimeter of a circle whose radius is equal to the side of the square ? ( in cm ),d,geometry, 14', 28', 42', 44', 56'] 
1115,"the length of the side of a square is represented by x + 2 . the length of the side of an equilateral triangle is 2 x . if the square and the equilateral triangle have equal perimeter , then the value of x is ?",c,geometry, 5 , 7 , 4 , 8 , 6 
1116,"if k and w are the dimensions of a rectangle that has area 20 and if k and w are integers such that k > w , what is the total number of possible values of k ?",b,geometry, two', three', four', five', six'] 
1117,"danny is sitting on a rectangular box . the area of the front face of the box is half the area of the top face , and the area of the top face is 1.5 times the area of the side face . if the volume of the box is 648 , what is the area of the side face of the box ?",e,geometry, 32', 78', 84', 90', 72'] 
1118,"rectangular tile each of size 70 cm by 30 cm must be laid horizontally on a rectangular floor of size 900 cm by 600 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",e,geometry, 50 , 70 , 80 , 90 , 100 
1119,find the circumference and area of radius 11 cm .,c,geometry, 124 cm ² , 144 cm ² , 380 cm ² , 284 cm ² , 394 cm ² 
1120,"the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 150 square centimeters , what is the length of the rectangle in centimeters ?",a,geometry, 15 , 16 , 17 , 18 , 19 
1121,how many odd numbers between 10 and 1500 are the squares of integers ?,c,geometry, 11 , 14 , 17 , 20 , 23 
1122,the diagonals of a rhombus are 17 cm and 20 cm . find its area ?,d,geometry, 176 , 186 , 150 , 170 , 172 
1123,"a rectangular courtyard 3.78 m lang and 5.25 m broad is to be paved exactly with square tiles , all of the same size . the minimum number of such tiles is :",d,geometry, 425', 430', 440', 450', 460'] 
1124,find the perimeter and area of the rectangle of length 11 cm and breadth 7 cm .,a,geometry, 77 cm 2 , 121 cm 2 , 141 cm 2 , 171 cm 2 , 221 cm 2 
1125,the area of a square is equal to three times the area of a rectangle of dimensions 15 cm * 5 cm . what is the perimeter of the square ?,d,geometry, 30 , 80 , 50 , 60 , 70 
1126,"if n is the smallest integer such that 54 times n is the square of an integer , what is the value of n ?",b,geometry, 2 , 1 , 6 , 12 , 24 
1127,"the ratio of boys to girls in a class is 2 : 3 . the career preference of the students in the class are to be represented in a circle graph . if the area of the graph allocated to each career preference is to be proportional to the number of students who have that career preference , how many degrees of the circle should be used to represent a career that is preferred by one third of the boys and two - third of the girls in the class ?",e,geometry, a ) 160 degree', b ) 168 degree', c ) 191 degree', d ) 272 degree', e ) 192 degree'] 
1128,consider a square of diagonal length d . let another square be formed with d as its side . find the ratio of the area of the bigger square to that of the smaller square .,a,geometry, 2', 3', 4', 16', 41'] 
1129,"if a 2 cm cube is cut into 1 cm cubes , then what is the percentage increase in the surface area of the resulting cubes ?",b,geometry, 50 % , 100 % , 150 % , 200 % , 250 % 
1130,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 210 sq . feet , how many feet of fencing will be required ?",b,geometry, 34 , 41 , 68 , 88 , none 
1131,the surface area of a sphere is same as the curved surface area of a right circular cylinder whose height and diameter are 12 cm each . the radius of the sphere is :,b,geometry, 4 cm , 6 cm , 8 cm , 10 cm , 9 cm 
1132,"the perimeter of a square is equal to the radius of a circle having area 39424 sq cm , what is the area of square ?",c,geometry, 1225 sq cm', 441 sq cm', 784 sq cm', can ’ t say', none of these'] 
1133,"calculate the effect changes in dimension of a rectangle will have on its area , if length is increased by 15 % and its breadth is decreased by 10 % ?",e,geometry, 3.5 percent increase , 9.5 percent increase , 1.5 percent increase , 3.9 percent increase , 3.5 percent increase 
1134,"the area of a rectangular plot is 20 times its breadth . if the difference between the length and the breadth is 10 metres , what is its breadth ?",a,geometry, 10 metres , 5 metres , 7.5 metres , data inadequate , none of these 
1135,a rectangular metallic piece of paper that covers exactly the area of a cube . the length of the piece of paper is 96 inches and the width is 72 inches . what is the volume of the cube in cubic feet is 1 feet is 12 inches ?,a,geometry, a 64', b 22', c 27', d 40', e 50'] 
1136,"the slant height of a cone is 21 cm and radius of the base is 10 cm , find the curved surface of the cone .",c,geometry, 330 , 770 , 660 , 100 , 600 
1137,"the roof of an apartment building is rectangular and its length is 4 times longer than its width . if the area of the roof is 1024 feet squared , what is the difference between the length and the width of the roof ?",d,geometry, 38 . , 40 . , 42 . , 48 . , 46 . 
1138,"square m is inscribed in circle n . if the perimeter of m is 20 , what is the circumference of n ?",e,geometry, 33 √ 2 π', 2 √ 2 π', 6 √ 2 π', 7 √ 2 π', 5 √ 2 π'] 
1139,"in a rectangular coordinate system , what is the area of a rectangle whose vertices have the coordinates ( - 8 , 1 ) , ( 1 , 1 ) , ( 1 , - 7 and ( - 8 , - 7 ) ?",c,geometry, 144 , 36 , 72 , 56 , 112 
1140,"a circular well with a diameter of 2 metres , is dug to a depth of 4 metres . what is the volume of the earth dug out ?",c,geometry, 26 m ³ , 28 m ³ , 44 m ³ , 46 m ³ , none 
1141,"if circles x and y have the same area and circle x has a circumference of 12 π , half of the radius of circle y is :",c,geometry, 16 , 8 , 3 , 2 , 1 
1142,"in measuring the sides of a rectangle , one side is taken 9 % in excess , and the other 8 % in deficit . find the error percent in the area calculated from these measurements .",e,geometry, 0.11 % , 0.7 % , 0.4 % , 0.6 % , 0.28 % 
1143,the perimeter of one square is 48 cm and that of another is 20 cm . find the perimeter and the diagonal of a square which is equal in area to these two combined ?,b,geometry, 5 cm', 13 √ 2 cm', 12 cm', 6 cm', 8 cm'] 
1144,"the mass of 1 cubic meter of a substance is 300 kilograms under certain conditions . what is the volume , in cubic centimeters , of 1 gram of this substance under these conditions ? ( 1 kilogram = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",a,geometry, 1.33', 1.25', 8.0', 12.5', 80.0'] 
1145,"mark has a rectangular driveway with a line painted diagonally across . the length of the driveway is 5 feet longer than its width . if the total area of the driveway is 36 square feet , what is the length of the painted line ( in feet ) ?",a,geometry, between 9 and 10', between 10 and 11', between 11 and 12', between 12 and 13', between 13 and 14'] 
1146,"if length of rectangle is increased by 10 % , and breadth is decreased by 10 % . what will it effect on area of rectangle ?",c,geometry, it will have no effect', 1 % increase', 1 % decrease', 2 % increase', 2 % decrease'] 
1147,the parameter of a square is equal to the perimeter of a rectangle of length 16 cm and breadth 12 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),a,geometry, 22 cm , 47.14 cm , 84.92 cm , 94.94 cm , 23.57 cm 
1148,"what is the measure of the radius of the circle that circumscribes a triangle whose sides measure 9 , 40 and 41 ?",d,geometry, 6 , 4 , 24.5 , 20.5 , 12.5 
1149,what is the % change in the area of a rectangle when its length increases by 60 % and its width decreases by 60 % ?,c,geometry, 0 % , 20 % increase , 36 % decrease , 1 % decrease , insufficient data 
1150,what is the angle between the hands of a clock when time is 8 : 30 ?,b,geometry, 65 deg , 75 deg , 45 deg , 15 deg , 30 deg 
1151,"in the coordinate plane , one of the vertices of a square is the point ( - 3 , - 4 ) . if the diagonals of that square intersect at point ( 4 , 2 ) , what is the area of that square ?",a,geometry, 196 , 125 , 140 , 128 , 134 
1152,"the length of a rectangular garden is three times its width . if the area of the rectangular garden is 588 square meters , then what is the width of the rectangular garden ?",c,geometry, 12 , 13 , 14 , 15 , 16 
1153,"a certain farmer pays $ 30 per acre per month to rent farmland . how much does the farmer pay per month to rent a rectangular plot of farmland that is 360 feet by 1210 feet ? ( 43,560 square feet = 1 acre )",d,geometry, $ 5, $ 3, $ 1, $ 300', $ 150'] 
1154,"the breadth of a rectangular hall is two - thirds of its length . if the area of the hall is 2400 sq metres , what is the length in metres ?",c,geometry, 120', 80', 60', 40', none of these'] 
1155,"if the difference between the length and breadth of a rectangle is 23 m and its perimeter is 166 m , what is its area ?",a,geometry, 1590 , 2535 , 2530 , 2515 , 2520 
1156,"the length of a rectangle is twice its breadth . if its length is decreased by 5 cm and breadth is increased by 5 cm , the area of the rectangle is increased by 75 sq . cm . what is the length of the rectangle ?",c,geometry, 18 cm , 16 cm , 40 cm , 20 cm , 50 cm 
1157,the perimeter of one square is 48 cm and that of another is 24 cm . find the perimeter and the diagonal of a square which is equal in area to these two combined ?,c,geometry, 13 √ 4 , 13 √ 2 , 13.4 √ 2 , 12 √ 4 , 13 √ 9 
1158,the radius of the base of cone is 3 cm and height is 4 cm . find the volume of the cone ?,a,geometry, 12', 75', 97', 15', 91'] 
1159,what is the area of a square with perimeter 12 p ?,c,geometry, 16 p ^ 2', 4 p', 9 p ^ 2', p / 16', p ^ 2 / 16'] 
1160,"if the area of a circle is 49 pi square feet , find its circumference .",a,geometry, 14 pi feet , 28 pi feet , 38 pi feet , 48 pi feet , 58 pi feet 
1161,"the length of a rectangle is two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 900 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",b,geometry, 140 sq . units , 120 sq . units , 187 sq . units , 607 sq . units , 815 sq . units 
1162,"a rectangular grass field is 60 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 2 per sq m ?",b,geometry, 1350 , 1200 , 9676 , 1679 , 2691 
1163,"the length of a rectangle is two - fifths of the radius of a circle . the radius of the circle is equal to the side of the square , whose area is 625 sq . units . what is the area ( in sq . units ) of the rectangle if the rectangle if the breadth is 10 units ?",c,geometry, 140 , 99 , 100 , 72 , 12 
1164,"if the area of a circle is 36 pi square feet , find its circumference .",c,geometry, 65 pi feet , 43 pi feet , 12 pi feet , 18 pi feet , 64 pi feet 
1165,the area of an isosceles trapezoid with sides of length 5 and bases of length 10 and 16 is ?,c,geometry, 48 , 40 , 52 , 54 , 58 
1166,61 small identical cubes are used to form a large cube . how many more cubes are needed to add one top layer of small cube all over the surface of the large cube ?,d,geometry, 64 , 128 , 152 , 155 , 256 
1167,the following questions are based on the information given . choose the appropriate answer that suits the question based on the information . a cube is cut in two equal parts along a plane parallel to one of its faces . one piece is then colored red on the two larger faces and green on remaining . while the other is colored green on two smaller adjacent faces and red on the remaining . each is then cut into 32 cubes of same size and mixed up . 21 . how many cubes have only one colored face each ?,c,geometry, 32', 8', 16', 24', 0'] 
1168,"the breadth of a rectangular field is 60 % of its length . if the perimeter of the field is 800 m , find out the area of the field .",a,geometry, 37500 , 38000 , 38500 , 39000 , 39500 
1169,the width of a rectangle is 10 meter and its area is 150 square meter . if length of the rectangle is increased then its new area is 4 / 3 times of the original area . what is the new perimeter of the rectangle ?,d,geometry, 48 m', 52 m', 54 m', 60 m', none of these'] 
1170,"if the area of a square with sides of length 4 centimeters is equal to the area of a rectangle with a width of 8 centimeters , what is the length of the rectangle , in centimeters ?",c,geometry, 4 , 8 , 2 , 16 , 18 
1171,"the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 96 square centimeters , what is the length of the rectangle in centimeters ?",b,geometry, 11 , 12 , 13 , 14 , 15 
1172,triangle atriangle b are similar triangles with areas 2268 units square and 2527 units square respectively . the ratio of there corresponding height would be,b,geometry, 9 : 10 , 18 : 19 , 23 : 27 , 13 : 17 , 15 : 23 
1173,find the area of a rhombus one side of which measures 20 cm and one diagonal is 23 cm .,d,geometry, 100 cm 2 , 150 cm 2 , 300 cm 2 , 368 cm 2 , 400 cm 2 
1174,the perimeter of a triangle is 32 cm and the inradius of the triangle is 3.5 cm . what is the area of the triangle ?,c,geometry, 22 , 35 , 56 , 54 , 23 
1175,"if circles x and y have the same area and circle x has a circumference of 10 π , half of the radius of circle y is :",d,geometry, 16 , 8 , 4 , 2.5 , 1 
1176,the area of a parallelogram is 450 sq m and its altitude is twice the corresponding base . then the length of the base is ?,e,geometry, 8 , 9 , 7 , 6 , 15 
1177,"a math teacher has 32 cards , each of which is in the shape of a geometric figure . half of the cards are rectangles , and a third of the cards are rhombuses . if 8 cards are squares , what is the maximum possible number of cards that re circles .",e,geometry, 9 , 10 , 11 , 12 , 15 
1178,"108 . triangle a ’ s base is 12 % greater than the base of triangle b , and a ’ s height is 12 % less than the height of triangle b . the area of triangle a is what percent less or more than the area of triangle b ?",b,geometry, 9 % less , 0.7 % less , equal to each other , 1 % more , 9 % more 
1179,a diagonal of a polygon is an segment between two non - adjacent vertices of the polygon . how many diagonals does a regular 30 - sided polygon have ?,b,geometry, 875 , 405 , 1425 , 2025 , 2500 
1180,the length of the rectangular field is double its width . inside the field there is square shaped pond 4 m long . if the area of the pond is 1 / 8 of the area of the field . what is the length of the field ?,e,geometry, 54 , 32 , 75 , 28 , 16 
1181,two isosceles triangles have equal vertical angles and their areas are in the ratio 16 : 49 . find the ratio of their corresponding heights .,d,geometry, 4 / 5 , 5 / 4 , 3 / 2 , 4 / 7 , 2 / 3 
1182,"the perimeter of an equilateral triangle is 60 . if one of the sides of the equilateral triangle is the side of an isosceles triangle of perimeter 55 , then how long is the base of isosceles triangle ?",c,geometry, 5 , 10 , 15 , 20 , 25 
1183,how many 1 x 1 x 1 cubes can you fit in a 15 x 16 x 13 box ?,d,geometry, 3, 3, 3, 3, 2
1184,mr . loyd wants to fence his square shaped land of 130 sqft each side . if a pole is laid every 10 ft how many poles do he need ?,e,geometry, 20 , 30 , 40 , 50 , 52 
1185,what is the area of a square field whose sides have a length of 13 meters ?,b,geometry, 225 sq m , 169 sq m , 128 sq m , 267 sq m , 231 sq m 
1186,the edges of cuboid are 4 cm ; 5 cm and 6 cm . find its surface area ?,b,geometry, 228', 148', 992', 772', 222'] 
1187,what will be the percentage increase in the area of the cube ' s surface if each of the cube ' s edges grows by 60 % ?,c,geometry, 150 % , 160 % , 156 % , 158 % , 162 % 
1188,"if the radius of a circle is decreased 40 % , what happens to the area ?",e,geometry, 10 % decrease , 20 % decrease , 36 % decrease , 40 % decrease , 64 % decrease 
1189,"right triangle abc is to be drawn in the xy - plane so that the right angle is at a and ab is parallel to the y - axis . if the x - and y - coordinates of a , b , and c are to be integers that are consistent with the inequalities - 6 ≤ x ≤ 2 and 4 ≤ y ≤ 9 , then how many different triangles can be drawn that will meet these conditions ?",c,geometry, 54 , 432 , 2, 2, 148
1190,"five equal cubes , each of side 5 cm , are placed adjacent to each other . the volume of the new solid formed will be",b,geometry, 125 cm 3', 625 cm 3', 15525 cm 3', 1225 cm 3', none'] 
1191,"a cheese factory sells its cheese in rectangular blocks . a normal block has a volume of 5 cubic feet . if a large block has three times the width , twice the depth , and half the length of a normal block , what is the volume of cheese in a large block in cubic feet ?",c,geometry, 10 , 30 , 15 , 20 , 25 
1192,what is the area of an equilateral triangle whose one side length is 70 ?,e,geometry, 825 √ 3 , 925 √ 3 , 1025 √ 3 , 1125 √ 3 , 1225 √ 3 
1193,a rectangular metallic piece of paper that covers exactly the area of a cube . the length of the piece of paper is 48 inches and the width is 72 inches . what is the volume of the cube in cubic feet is 1 feet is 12 inches ?,a,geometry, a 8 , b 22 , c 27 , d 40 , e 51 
1194,"a wooden cube whose edge length is 6 inches is composed of smaller cubes with edge lengths of one inch . the outside surface of the large cube is painted red and then it is split up into its smaller cubes . if one cube is randomly selected from the small cubes , what is the probability that the cube will have at least one red face ?",e,geometry, 54.9 %', 58.7 %', 62.5 %', 66.3 %', 70.4 %'] 
1195,all the faces of cubes are painted with red colour . it is then cut into 64 equal small cubes . find how many small cubes are there whose three faces are coloured ?,b,geometry, 4', 8', 16', 24', 2'] 
1196,"if the sides of a square are doubled in length , the area of the original square is now how many times as large as the area of the resultant square ?",a,geometry, 25 % , 50 % , 100 % , 200 % , 400 % 
1197,"a rectangular tiled patio is composed of 80 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 80 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ?",d,geometry, 5 , 6 , 10 , 12 , 28 
1198,the floor of a rectangular room is 17 m long and 12 m wide . the room is surrounded by a veranda of width 2 m on all its sides . the area of the veranda is :,b,geometry, 124 m 2 , 132 m 2 , 148 m 2 , 152 m 2 , none of these 
1199,"calculate the effect changes in dimension of a rectangle will have on its area , if length is increased by 20 % and its breadth is decreased by 5 % ?",a,geometry, 14 percent increase', 5 percent increase', 24 percent increase', 13 percent increase', 11 percent increase'] 
1200,"how many differently shaped triangles exist in which no two sides are of the same length , each side is of integral unit length and the perimeter of the triangle is less than 14 units ?",c,geometry, 3', 4', 5', 6', 7'] 
1201,"a wooden cube whose edge length is 5 inches is composed of smaller cubes with edge lengths of one inch . the outside surface of the large cube is painted red and then it is split up into its smaller cubes . if one cube is randomly selected from the small cubes , what is the probability that the cube will have at least one red face ?",c,geometry, 70.6 % , 74.5 % , 78.4 % , 82.1 % , 86.9 % 
1202,"the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 294 sq . cm , what is the length of the rectangle ?",c,geometry, 15 cm , 18 cm , 21 cm , 24 cm , 27 cm 
1203,"the cost of the paint is rs . 40 per kg . if 1 kg of paint covers 20 sq . ft , how much will it cost to paint outside of a cube having 30 feet each side",d,geometry, rs . 962 , rs . 672 , rs . 546 , rs . 10800 , none of these 
1204,"huey ' s hip pizza sells two sizes of square pizzas : a small pizza that measures 6 inches on a side and costs $ 10 , and a large pizza that measures 9 inches on a side and costs $ 20 . if two friends go to huey ' s with $ 30 apiece , how many more square inches of pizza can they buy if they pool their money than if they each purchase pizza alone ?",a,geometry, 9 square inches , 10 square inches , 15 square inches , 25 square inches , 350 square inches 
1205,the area of a square field is 1600 km 2 . how long will it take for a horse to run around at the speed of 16 km / h ?,b,geometry, 12 h , 10 h , 8 h , 6 h , none of these 
1206,"rectangular tile each of size 60 cm by 56 cm must be laid horizontally on a rectangular floor of size 560 cm by 240 cm , such that the tiles do not overlap and they are placed with edges jutting against each other on all edges . a tile can be placed in any orientation so long as its edges are parallel to the edges of floor . no tile should overshoot any edge of the floor . the maximum number of tiles that can be accommodated on the floor is :",d,geometry, 50 , 54 , 47 , 40 , 45 
1207,the length of the diagonal of a square is 12 cm . find its area and perimeter .,b,geometry, 31.84 cm', 33.84 cm', 35.84 cm', 38.84 cm', 38.92 cm'] 
1208,"a cube of edge 15 cm is immersed completely in a rectangular vessel containing water . if the dimensions of the base of vessel are 20 cm * 14 cm , find the rise in water level ?",b,geometry, 6 cm , 12.05 cm , 11.25 cm , 15.12 cm , 20.62 cm 
1209,"the ratio , by volume , of soap to alcohol to water in a certain solution is 2 : 40 : 70 . the solution will be altered so that the ratio of soap to alcohol is doubled while the ratio of soap to water is halved . if the altered solution will contain 100 cubic centimeters of alcohol , how many cubic centimeters of water will it contain ?",d,geometry, 500 , 600 , 650 , 700 , 720 
1210,"if a rectangular billboard has an area of 130 square feet and a perimeter of 46 feet , what is the length of each of the longer sides ?",d,geometry, 4 , 7 , 8 , 13 , 26 
1211,"two sides of a triangle have lengths x and w and meet at a right angle . if the perimeter of the triangle is 4 x , what is the ratio of x to w ?",b,geometry, a ) 2 : 3', b ) 3 : 4', c ) 4 : 3', d ) 3 : 2', e ) 2 : 1'] 
1212,"a math teacher has 27 cards , each of which is in the shape of a geometric figure . half of the cards are rectangles , and a third of the cards are rhombuses . if 8 cards are squares , what is the maximum possible number of cards that re circles .",b,geometry, 9', 10', 11', 12', 13'] 
1213,"if the sides of a triangle are 91 cm , 84 cm and 35 cm , what is its area ?",b,geometry, 120 cm 2 , 1470 cm 2 , 216 cm 2 , 197 cm 2 , 275 cm 2 
1214,"the length and the breadth of a rectangle are in the ratio of 3 : 2 respectively . if the sides of the rectangle are extended on each side by 1 metre , the ratio of length to breadth becomes 10 : 7 . find the area of the original rectangle in square metres .",e,geometry, 256', 150', 280', data inadequate', none of these'] 
1215,"32 meters of wire is available to fence off a flower bed in the form of a circular sector . what must the radius of the circle in meters be , if we wish to have a flower bed with the greatest possible surface area ?",e,geometry, 2 √ 2', 2 √ 5', 5', 4 √ 2', 8'] 
1216,compute the perimeter of a square with area 36 .,a,geometry, 24', 27', 25', 26', 29'] 
1217,. if the sides of two cubes are in the ratio 3 : 1 the ratio of their total surface area is ?,c,geometry, 3 : 1', 8 : 1', 9 : 1', 12 : 1', 9 : 1'] 
