,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
145,"the number of stamps that kaye and alberto had were in the ration of 5 : 3 respectively . after kaye gave alberto 10 of her stamps , the ration of the number of kaye had to the number of alberto had was 3 : 2 . as a result of the gift , kaye had how many more stamps than alberto ?",e,other, 20 , 30 , 40 , 60 , 80 
146,"a certain university will select 1 of 4 candidates eligible to fill a position in the mathematics department and 2 of 7 candidates eligible to fill 2 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 3 candidates are there to fill the 3 positions ?",c,other, 81 , 82 , 84 , 86 , 88 
147,"each factor of 150 is inscribed on its own plastic ball , and all of the balls are placed in a jar . if a ball is randomly selected from the jar , what is the probability that the ball is inscribed with a multiple of 15 ?",c,other, 1 / 16 , 5 / 42 , 1 / 8 , 3 / 16 , 1 / 3 
148,"a class has a ratio of 3 : 6 : 7 of children with red hair , blonde hair and black hair respectively . if the class has 9 kids with red hair , how many kids are in the class ?",b,other, 99 , 48 , 16 , 22 , 60 
149,"a dog takes 2 leaps for every 3 leaps of a hare . if one leap of the dog is equal to 5 leaps of the hare , the ratio of the speed of the dog to that of the hare is :",e,other, 9 : 3 , 3 : 10 , 2 : 3 , 6 : 3 , 10 : 3 
150,"if both 5 ^ 3 and 3 ^ 4 are factors of n x ( 2 ^ 5 ) x ( 12 ^ 2 ) x ( 7 ^ 3 ) x ( 10 ^ 2 ) , what is the smallest possible positive value of n ?",b,other, 15 , 45 , 75 , 125 , 150 
151,how many of the positive factors of 17 are not factors of 34 ?,a,other, 0 , 1 , 2 , 3 , 4 
152,"the probability that a computer company will get a computer hardware contract is 3 / 4 and the probability that it will not get a software contract is 3 / 5 . if the probability of getting at least one contract is 5 / 6 , what is the probability that it will get both the contracts ?",d,other, 7 / 30 , 11 / 40 , 17 / 50 , 19 / 60 , 33 / 80 
153,"a marketing survey of anytown found that the ratio of trucks to sedans to motorcycles was 3 : 7 : 2 , respectively . given that there are 11,200 sedans in anytown , how many motorcycles are there ?",d,other, 1260 , 2100 , 3600 , 3200 , 5200 
154,"the monthly incomes of a and b are in the ratio 5 : 2 . b ' s monthly income is 12 % more than c ' s monthly income . if c ' s monthly income is rs . 13000 , then find the annual income of a ?",c,other, rs . 420000 , rs . 180000 , rs . 436800 , rs . 504000 , none of these 
155,"3 containers a , b and c are having mixtures of milk and water in the ratio of 1 : 5 and 3 : 5 and 5 : 7 respectively . if the capacities of the containers are in the ratio of all the 3 containers are in the ratio 5 : 4 : 5 , find the ratio of milk to water , if the mixtures of all the 3 containers are mixed together .",a,other, 53 : 115 , 55 : 115 , 115 : 55 , 5 : 115 , 115 : 53 
156,how many factors does 16 ^ 2 have ?,c,other, 2 , 8 , 4 , 25 , 26 
157,a technology company made a $ 5 million profit on its first $ 15 million in sales and a $ 12 million profit on its next $ 30 million in sales . by what percent did the ratio of profit to sales increase from the first $ 15 million in sales to the next $ 30 million in sales ?,b,other, 10 % , 20 % , 30 % , 40 % , 50 % 
158,"a bag holds 4 red marbles and 3 green marbles . if you removed two randomly selected marbles from the bag , without replacement , what is the probability that both would be red ?",a,other, 4 / 14 , 1 / 5 , 3 / 10 , 2 / 5 , 1 / 2 
159,"in a neighborhood having 90 households , 11 did not have either a car or a bike . if 20 households had a both a car and a bike and 44 had a car , how many had bike only ?",b,other, 30 , 35 , 20 , 18 , 10 
160,what is the units digit of 32 ! + 50 ! + 2 ! + 4 ! ?,d,other, 0 , 2 , 4 , 6 , 8 
161,"75 persons major in physics , 83 major in chemistry , 10 not at major in these subjects u want to find number of students majoring in both subjects",d,other, 65 , 66 , 67 , 68 , 69 
162,two numbers are respectively 20 % and 50 % more than a third number . the ratio of the two numbers is :,b,other, 3 : 5 , 4 : 5 , 5 : 5 , 4 : 3 , 2 : 1 
163,"sara bought both german chocolate and swiss chocolate for some cakes she was baking . the swiss chocolate cost $ 3.5 per pound , and german chocolate cost $ 2.5 per pound . if the total the she spent on chocolate was $ 70 and both types of chocolate were purchased in whole number of pounds , how many total pounds of chocolate she purchased ?",d,other, 7 , 8 , 10 , 24 , 15 
164,"set a consists of the integers from 4 to 15 , inclusive , while set b consists of the integers from 7 to 20 , inclusive . how many distinct integers do belong to the both sets at the same time ?",d,other, 5 , 7 , 8 , 9 , 10 
165,"the ratio of number of boys and girls in a school is 1 : 2 . if there are 90 students in the school , find the number of girls in the school ?",c,other, 45 , 50 , 60 , 75 , 90 
166,the simple form of the ratio 4 / 2 : 2 / 5 is ?,b,other, 10 : 6 , 5 : 1 , 15 : 3 , 25 : 3 , 30 : 3 
167,"mangoes , oranges and apples in a fruit shop are in the ratio of 10 : 2 : 3 . if there are 120 mangoes , the number of apples in the shop is : .",a,other, 36 , 42 , 72 , 400 , 56 
168,"there 3 kinds of books in the library physics , chemistry and biology . ratio of physics to chemistry is 3 to 2 ; ratio of chemistry to biology is 4 to 3 , and the total of the books is more than 3000 . which one of following can be the total e of the book ?",a,other, 3003 , 3027 , 3024 , 3021 , 3018 
169,"solution a is 20 % salt and solution b is 70 % salt . if you have 30 ounces of solution a and 60 ounces of solution b , in what ratio could you mix solution a with solution b to produce 50 ounces of a 50 % salt solution ?",c,other, 6 : 4 , 6 : 14 , 2 : 3 , 4 : 6 , 3 : 7 
170,"a farmer with 1350 acres of land had planted his fields with corn , sugar cane , and tobacco in the ratio of 5 : 2 : 2 , respectively , but he wanted to make more money , so he shifted the ratio to 2 : 2 : 5 , respectively . how many more acres of land were planted with tobacco under the new system ?",e,other, 90 , 150 , 270 , 300 , 450 
171,"the ratio by weight , measured in pounds , of books to clothes to electronics in a suitcase initially stands at 5 : 4 : 2 . someone removes 9 pounds of clothing from the suitcase , thereby doubling the ratio of books to clothes . how many pounds do the electronics in the suitcase weigh ?",c,other, 7 , 8 , 9 , 10 , 11 
172,"in a certain alphabet , 8 letters contain a dot and a straight line . 24 letters contain a straight line but do not contain a dot . if that alphabet has 40 letters , all of which contain either a dot or a straight line or both , how many letters contain a dot but do not contain a straight line ?",b,other, 4 , 8 , 14 , 20 , 28 
173,"a bag contains 6 green balls and 8 white balls . if two balls are drawn simultaneously , what is the probability that both balls are the same colour ?",d,other, 5 / 14 , 8 / 21 , 12 / 21 , 43 / 91 , 47 / 91 
174,"the compound ratio of 5 : 7 , 3 : 2 and 4 : 5 ?",c,other, 1 : 7 , 6 : 5 , 6 : 7 , 4 : 7 , 6 : 9 
175,"the ratio of the incomes of rajan and balan is 7 : 6 and the ratio of their expenditure is 6 : 5 . if at the end of the year , each saves $ 1000 then the income of rajan is ?",b,other, $ 7600 , $ 7000 , $ 8000 , $ 9000 , $ 5000 
176,a certain quantity of 40 % solution is replaced with 25 % solution such that the new concentration is 35 % . what is the fraction of the solution that was replaced ?,b,other, 1 / 4 , 1 / 3 , 1 / 2 , 2 / 3 , 3 / 4 
177,"in assembling a bluetooth device , a factory uses one of two kinds of modules . one module costs $ 8 and the other one , that is cheaper , costs $ 3 . the factory holds a $ 100 worth stock of 25 modules . how many of the modules in the stock are of the cheaper kind ?",b,other, 21 , 20 , 22 , 23 , 24 
178,"pencils , pens and exercise books in a shop are in the ratio of 14 : 4 : 3 . if there are 140 pencils , the number of exercise books in the shop is :",a,other, 30 , 27 , 35 , 33 , 37 
179,"a person want to give his money of $ 4500 to his 4 children a , b , c , d in the ratio 2 : 4 : 5 : 4 . what is the a + b share ?",c,other, $ 1000 , $ 2000 , $ 1800 , $ 1500 , $ 1600 
180,"there are 76 lights which are functional and each is controlled by a separate on / off switch . two children a and b start playing with the switches . a starts by pressing every third switch till he reaches the end . b , thereafter , presses every fifth switch till he too reaches the end . if all switches were in off position at the beggining , how many lights are switched on by the end of this operation ?",a,other, 28 , 30 , 32 , 34 , 36 
181,"if the ratio of a to b is 4 to 3 and the ratio of b to c is 1 to 5 , what is the ratio of a to c ?",a,other, 4 / 15 , 1 / 3 , 2 / 5 , 4 / 5 , 7 / 6 
182,the h . c . f . of two numbers is 63 and the other two factors of their l . c . m . are 11 and 17 . the larger of the two numbers is :,e,other, 3421 , 2132 , 1111 , 4323 , 1071 
183,"integer m has 4 different prime factors and n has 3 different prime factors . if m and n has the greatest common factor of 15 , how many different prime factors does mn have ?",b,other, 4 , 5 , 6 , 7 , 8 
184,in what ratio should a variety of rice costing rs . 10 per kg be mixed with another variety of rice costing rs . 13.25 per kg to obtain a mixture costing rs . 10.75 per kg ?,a,other, 2 : 1 , 1 : 2 , 5 : 1 , 4 : 1 , 3 : 1 
185,"if both 5 ^ 2 and 3 ^ 3 are factors of n x ( 2 ^ 5 ) x ( 6 ^ 2 ) x ( 7 ^ 3 ) , what is the smallest possible positive value of n ? .",d,other, 25 , 27 , 45 , 75 , 125 
186,"teas worth rs . 126 per kg and rs . 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs 155 per kg , the price of the third variety per kg will be ?",c,other, rs . 147.50 , rs . 785.50 , rs . 177.50 , rs . 258.50 , none of these 
187,in a college students can play cricket or basketball . 500 play cricket . 220 played both and 600 played basketball . what is the total strength of college ?,b,other, 800 , 880 , 920 , 950 , 980 
188,the simple form of the ratio 5 / 8 : 3 / 2 is ?,a,other, 5 : 8 , 5 : 5 , 5 : 9 , 5 : 3 , 5 : 1 
189,the h . c . f . of two numbers is 23 and the other two factors of their l . c . m . are 13 and 19 . the larger of the two numbers is :,a,other, 437 , 299 , 322 , 345 , 355 
190,"a certain university will select 1 of 7 candidates eligible to fill a position in the mathematics department and 3 of 10 candidates eligible to fill 3 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 4 candidates are there to fill the 4 positions ?",c,other, 420 , 770 , 840 , 165 , 315 
191,"the ratio of flour to water to sugar in a recipe is 10 : 6 : 3 . the ratio in a new recipe calls for a doubling of the ratio of flour to water from the original recipe and a halving of the ratio of flour to sugar . if the new recipe calls for 2 cups of water , how much sugar is required ?",b,other, 3 , 4 , 5 , 6 , 7 
192,"two numbers are in the ratio 3 : 5 . if 9 is subtracted from each , the new numbers are in the ratio 12 : 23 . the smaller number is :",b,other, 15 , 33 , 58 , 56 , 91 
193,"jo ' s collection contains us , indian and british stamps . if the ratio of us to indian stamps is 5 to 3 and the ratio of indian to british stamps is 5 to 1 , what is the ratio of us to british stamps ?",e,other, 5 : 1 , 10 : 5 , 15 : 2 , 20 : 2 , 25 : 2 
194,"two family reunions are happening at the taj hotel , the oates reunion and the hall reunion . all 150 guests at the hotel attend at least one of the reunions . if 70 people attend the oates reunion and 52 people attend the hall reunion , how many people attend both reunions ?",e,other, 2 , 5 , 10 , 16 , 28 
195,39 ! is divided by 41 . then what is the remainder for this ?,a,other, 1 , 3 , 5 , 6 , 7 
196,the marks obtained by vijay and amith are in the ratio 4 : 4 and those obtained by amith and abhishek in the ratio of 3 : 2 . the marks obtained by vijay and abhishek are in the ratio of ?,a,other, 3 : 2 , 6 : 1 , 6 : 5 , 6 : 2 , 6 : 3 
197,what is the prime factors ’ number of 48 ?,d,other, 2 , 3 , 4 , 5 , 6 
198,"the ratio of the number of females to males at a party was 1 : 2 but when 5 females and 5 males left , the ratio became 1 : 3 . how many people were at the party originally ?",c,other, 26 , 28 , 30 , 32 , 34 
199,"there 3 kinds of books in the library physics , chemistry and biology . ratio of physics to chemistry is 3 to 2 ; ratio of chemistry to biology is 4 to 3 , and the total of the books is more than 3000 . which one of following can be the total r of the book ?",a,other, 3003 , 3027 , 3024 , 3021 , 3018 
200,"the number of stamps that p and q had were in the ratio of 7 : 3 respectively . after p gave q 13 stamps , the ratio of the number of p ' s stamps to the number of q ' s stamps was 5 : 4 . as a result of the gift , p had how many more stamps than q ?",a,other, 10 , 25 , 40 , 65 , 90 
201,divide rs . 32000 in the ratio 3 : 7 ?,b,other, 12000 , 9600 , 12000 , 12000 , 12000 
202,"a certain university will select 2 of 3 candidates eligible to fill a position in the mathematics department and 4 of 5 candidates eligible to fill 2 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 3 candidates are there to fill the 3 positions ?",e,other, 42 , 10 , 40 , 65 , 15 
203,"a certain university will select 1 of 5 candidates eligible to fill a position in the mathematics department and 4 of 7 candidates eligible to fill 2 identical positions in the computer science department . if none of the candidates is eligible for a position in both departments , how many different sets of 3 candidates are there to fill the 3 positions ?",c,other, 42 , 70 , 175 , 165 , 315 
